Region,District,Subcounty,Service outlet,Tracker HF ID,KP Tracker /HIBRID Mechanism name,DATIM ID,DATIM Subcounty ID,DATIM Subcounty Name,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Period,"HIV_Prev_Numerator: 
Overall Total","HIV_Prev.1_ 10-14 Years, Female","HIV_Prev.2_ 10-14 Years, Male","HIV_Prev.3_ (15 - 19) Years, Female","HIV_Prev.4_ (15 - 19) Years, Male","HIV_Prev.5_ 20-24 Years, Female","HIV_Prev.6_ 20-24 Years, Male","HIV_Prev.7_ 25-29 Years, Female","HIV_Prev.8_ 25-29 Years, Male","HIV_Prev.9_ 30-34 Years, Female","HIV_Prev.10_ 30-34 Years, Male","HIV_Prev.11_ (35 - 39) Years, Female","HIV_Prev.12_ (35 - 39) Years, Male","HIV_Prev.13_ 40-44 Years, Female","HIV_Prev.14_ 40-44 Years, Male","HIV_Prev.15_45-49 Yrears, Female","HIV_Prev.16_45-49 Yrears, Male","HIV_Prev.17_ 50+ Years, Female","HIV_Prev.18_ 50+ Years, Male",HIV_Prev.19_PP_PREV HTS services: Overall Total,HIV_Prev.20_Known HIV Positive,HIV_Prev.21_Newly tested and/or referred for testing,HIV_Prev.22_Declined testing and/or referral,HIV_Prev.23_Test not required based on risk assessment,PP_PREV_Displaced Persons,PP_PREV.1_Clients of  Sex Workers,PP_PREV.2_Military and other Uniform Services,PP_PREV.3_Mobile Populations,PP_PREV.4_Fishing communities,PP_PREV.5_Non-injecting drug users,PP_PREV.6_Any Other Priority Population,PP_PREV2_Adolescents (10-24),PP_PREV3_Displaced Persons,PP_PREV4_Discordant Couples,PP_PREV5_Clients of  Sex Workers,PP_PREV6_Military and other Uniform Services,PP_PREV7_Mobile Populations,PP_PREV8_Truck Drivers,PP_PREV9_Fishing communities,PP_PREV10_Non-injecting drug users,PP_PREV11_Any Other Priority Population,HIV_test_Adolescents (10-24),HIV_test.1_Displaced Persons,HIV_test.2_Discordant Couples,HIV_test.3_Clients of  Sex Workers,HIV_test.4_Military and other Uniform Services,HIV_test.5_Mobile Populations,HIV_test.6_Truck Drivers,HIV_test.7_Fishing communities,HIV_test.8_Non-injecting drug users,HIV_test.9_Any Other Priority Population,HIV_pos_test_Adolescents (10-24),HIV_pos_test.1_Displaced Persons,HIV_pos_test.2_Discordant Couples,HIV_pos_test.3_Clients of  Sex Workers,HIV_pos_test.4_Military and other Uniform Services,HIV_pos_test.5_Mobile Populations,HIV_pos_test.6_Truck Drivers,HIV_pos_test.7_Fishing communities,HIV_pos_test.8_Non-injecting drug users,HIV_pos_test.9_Any Other Priority Population,New_ART_Adolescents (10-24),New_ART.1_Displaced Persons,New_ART.2_Discordant Couples,New_ART.3_Clients of  Sex Workers,New_ART.4_Military and other Uniform Services,New_ART.5_Mobile Populations,New_ART.6_Truck Drivers,New_ART.7_Fishing communities,New_ART.8_Non-injecting drug users,New_ART.9_Any Other Priority Population,PP_ART_Adolescents (10-24),PP_ART.1_Displaced Persons,PP_ART.2_Discordant Couples,PP_ART.3_Clients of  Sex Workers,PP_ART.4_Military and other Uniform Services,PP_ART.5_Mobile Populations,PP_ART.6_Truck Drivers,PP_ART.7_Fishing communities,PP_ART.8_Non-injecting drug users,PP_ART.9_Any Other Priority Population,VL eligible_Adolescents (10-24),VL eligible.1_Displaced Persons,VL eligible.2_Discordant Couples,VL eligible.3_Clients of  Sex Workers,VL eligible.4_Military and other Uniform Services,VL eligible.5_Mobile Populations,VL eligible.6_Truck Drivers,VL eligible.7_Fishing communities,VL eligible.8_Non-injecting drug users,VL eligible.9_Any Other Priority Population,VL_lab_doc_Adolescents (10-24),VL_lab_doc.1_Displaced Persons,VL_lab_doc.2_Discordant Couples,VL_lab_doc.3_Clients of  Sex Workers,VL_lab_doc.4_Military and other Uniform Services,VL_lab_doc.5_Mobile Populations,VL_lab_doc.6_Truck Drivers,VL_lab_doc.7_Fishing communities,VL_lab_doc.8_Non-injecting drug users,VL_lab_doc.9_Any Other Priority Population,VL_supp_Adolescents (10-24),VL_supp.1_Displaced Persons,VL_supp.2_Discordant Couples,VL_supp.3_Clients of  Sex Workers,VL_supp.4_Military and other Uniform Services,VL_supp.5_Mobile Populations,VL_supp.6_Truck Drivers,VL_supp.7_Fishing communities,VL_supp.8_Non-injecting drug users,VL_supp.9_Any Other Priority Population,summary_PP_PREV,summary.1_HTS_TST,summary.2_Known HIV Positive,summary.3_Newly tested and/or referred for testing,summary.4_Declined testing and/or referral,summary.5_Test not required based on risk assessment,summary.6_HTS_TST (Newly tested),summary.7_HTS_TST_POS,summary.8_TX_NEW,summary.9_TX_CURR,summary.10_VL eligible,summary.11_VL tested,summary.12_VL suppressed,summary.13_nan,PP_PREV2,subcounty_PP_PREV_total,pp_known_pos_subcounty,pct_pp_prev_pop_subcounty,pct_pp_pos_pop_subcounty,usaid,cdc,dod,subcounty_pop_adjusted
Lango,Oyam District,Oyam Town Council,Anyeke HC IV,EYklRtOZrwz,0,MtV9FMFMftu,xZxqFusij8r,Oyam Town council,EYklRtOZrwz,Oyam District,Oyam Town Council,Anyeke HC IV,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,557,0,0,23,95,62,21,59,59,45,50,11,32,17,24,8,12,15,24,0,61,544,0,0,0,230,6,20,4,53,280,19,0,3,230,6,20,0,4,53,258,19,0,0,220,0,8,0,3,41,253,0,0,0,14,0,0,0,0,1,10,0,0,0,14,0,0,0,0,1,10,0,0,2,18,4,11,0,1,11,8,0,0,2,8,2,0,0,0,9,4,0,0,2,8,2,10,0,0,9,4,0,0,2,8,2,10,0,0,9,4,557,605,61.0,544,0,0,544,25,25,55,25,35,35,False,593,593,61,1.0,1.0,1,0,0,12078.81
Busoga,Jinja City,Bugembe Town Council,Aoet HC II,YUaxNtqNWFW,0,bwd3Djnho5E,y4rK9Qf0yT9,Bugembe Town Council,YUaxNtqNWFW,Jinja City,Jinja North Division,Aoet HC II,UPMB_LSD,81995,USAID,FY2024Q4,232,2,0,6,7,29,7,10,41,8,41,6,31,2,21,4,7,3,7,0,49,183,0,0,1,39,10,67,84,14,17,9,1,1,39,10,17,50,84,14,7,9,1,1,34,8,14,34,66,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,5,14,1,0,0,0,0,3,2,9,11,9,2,2,0,0,0,2,2,1,6,8,1,2,0,0,0,1,2,1,5,8,1,1,232,232,49.0,183,0,0,183,1,1,27,38,22,19,True,232,653,63,0.3552833078101072,0.7777777777777778,1,0,0,
Lango,Apac District,Akere Division,Apac Hospital,OeBKA5gCBXG,0,spiSNR6SuZz,jyGZ31cUSnw,Akele Division,OeBKA5gCBXG,Apac District,Akere Division,Apac Hospital,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,413,0,0,20,50,53,10,14,72,15,76,18,42,9,16,5,3,4,6,0,29,391,0,0,0,27,1,151,127,22,86,37,0,44,27,1,144,7,127,22,5,37,0,43,13,0,138,7,126,22,4,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,6,0,1,2,0,0,0,1,9,0,11,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,2,1,5,0,0,0,1,0,0,1,2,0,5,0,0,0,1,413,420,29.0,391,0,0,390,9,9,23,5,10,9,False,414,414,29,1.0,1.0,1,0,0,9433.77
Teso,Serere District,Bugondo Subcounty,Apapai HC IV,qzSy84YdUkX,0,U7nanCZTlvQ,HRIQ5kV9Xw7,Bugondo Subcounty,qzSy84YdUkX,Serere District,Bugondo Subcounty,Apapai HC IV,AIC_Soroti Region,87041,CDC,FY2024Q4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,0,2,0,0,0,0,0,0,True,2,2,0,1.0,,0,1,0,36542.34
Lango,Amolatar District,Aputi Subcounty,Aputi HC III,XQqrn8K8jyL,0,Xy8S9ISZYxs,sCm9GqUj6FO,Aputi Subcounty,XQqrn8K8jyL,Amolatar District,Aputi Subcounty,Aputi HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,252,1,0,14,34,26,20,34,35,14,23,11,18,4,7,2,4,4,1,0,23,233,0,0,0,3,0,0,121,3,125,0,0,0,3,0,0,0,121,3,125,0,0,0,0,0,0,0,111,0,122,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,8,1,5,0,0,0,3,0,11,0,11,3,4,0,0,0,3,0,0,0,11,3,4,0,0,0,3,0,0,0,11,3,4,252,256,23.0,233,0,0,233,4,4,17,32,21,21,True,252,252,23,1.0,1.0,1,0,0,15474.72
Karamoja,Moroto District,Northern Division (Moroto MC),Army Barracks HC III,pE5320aADcw,0,OELkOLxvZxB,0,0,pE5320aADcw,Moroto District,Northern Division,Army Barracks HC III,URC_DOD_UPDF,160698,DOD,FY2024Q4,184,0,0,1,34,44,2,26,43,2,13,0,10,0,3,0,1,0,5,0,1,141,0,52,0,6,177,0,0,0,1,0,0,0,6,177,0,0,0,0,1,0,0,0,2,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,194,1.0,141,0,52,141,0,0,1,0,0,0,True,184,191,4,0.9633507853403142,0.25,0,0,1,
Lango,Lira District,Aromo Subcounty,Aromo HC III,SvBwj5ZrWMx,0,dP8hPN7Qn5c,oFPCsuCkamQ,Aromo Subcounty,SvBwj5ZrWMx,Lira District,Aromo Subcounty,Aromo HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,183,0,0,17,17,28,9,16,34,7,19,8,14,0,7,1,4,1,1,0,13,169,0,20,0,103,1,1,0,10,68,6,0,10,103,1,0,1,0,10,52,6,0,9,99,1,0,1,0,9,44,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,183,202,13.0,169,0,20,169,2,2,7,5,5,5,True,183,183,13,1.0,1.0,1,0,0,33382.3
West Nile,Arua City,Arua Hill Division,Arua Main Prisons HC III,KA7zSU5VV0V,0,LCWEV2qP0BX,D42GijvCb09,Arua Hill Division,KA7zSU5VV0V,Arua City,Arua Central Division,Arua Main Prisons HC III,UPS,84974,CDC,FY2024Q4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2.0,1,0,0,1,1,1,3,2,2,1,True,3,417,4,0.0071942446043165,0.5,0,1,0,
West Nile,Arua City,Arua Hill Division,Arua Regional Referral Hospital,THGKB3lHEUx,0,JoSFKrks16R,D42GijvCb09,Arua Hill Division,THGKB3lHEUx,Arua City,Arua Central Division,Arua Regional Referral Hospital,MoH_G2G_RRH Strategy,70367,CDC,FY2024Q4,414,0,0,26,12,94,10,7,92,9,64,10,30,4,32,1,12,2,9,0,2,412,0,0,0,88,14,117,1,132,62,15,0,37,88,14,80,37,1,132,10,15,0,37,88,14,80,37,1,130,10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,414,2.0,412,0,0,412,5,2,1,0,0,0,True,414,417,4,0.9928057553956836,0.5,0,1,0,
Acholi,Pader District,Atanga Town Council,Atanga HC III,SF33CGHTeUn,0,RlKsK6lGK38,VAadzm740px,Atanga Town Council,SF33CGHTeUn,Pader District,Atanga Town Council,Atanga HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,23,0,0,0,2,0,0,3,0,5,0,2,0,1,2,1,1,3,3,0,0,23,0,0,0,0,0,0,0,0,23,0,0,21,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0.0,23,0,0,23,0,0,0,0,0,0,True,23,23,0,1.0,,1,0,0,15928.95
Acholi,Amuru District,Atiak Town Council,Atiak HC IV,i5CDWEBfo9n,0,uSYgIcPU7dk,AzRIlAnj9DQ,Attiak Town Council,i5CDWEBfo9n,Amuru District,Attiak Town Council,Atiak HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,73,0,0,1,8,14,4,4,8,4,12,2,7,3,3,1,1,0,1,0,12,134,0,12,0,35,3,17,0,3,90,8,0,20,35,3,14,3,0,3,62,6,0,19,33,3,14,3,0,3,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73,158,12.0,134,0,12,134,1,1,6,8,1,1,False,148,148,12,1.0,1.0,1,0,0,
Lango,Oyam District,Aber Subcounty,Atura HC III,KCqaFyGMWjF,0,eZfbye2C1Kd,f10Eq5DmM1k,Aber Subcounty,KCqaFyGMWjF,Oyam District,Aber Subcounty,Atura HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,486,0,0,12,53,26,15,65,57,47,44,34,37,18,28,14,15,12,9,0,64,442,0,0,0,136,2,40,17,3,293,0,0,0,136,2,40,0,17,3,293,0,0,0,110,2,33,0,14,1,282,0,0,0,4,0,3,0,0,0,20,0,0,0,4,0,3,0,0,0,20,0,0,0,23,0,8,0,3,2,26,0,0,0,15,0,1,0,1,1,9,0,0,0,15,0,6,0,1,1,9,0,0,0,14,0,6,0,1,1,9,486,506,64.0,442,0,0,442,27,27,62,27,32,31,False,491,491,64,1.0,1.0,1,0,0,34366.98
Acholi,Gulu District,Awach Subcounty (Gulu District),Awach HC IV,Z1dfGmIoSeF,0,uY9klLlOeJR,dVYOWfEqpLE,Awach Subcounty,Z1dfGmIoSeF,Gulu District,Awach Subcounty,Awach HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,248,0,0,29,37,63,20,12,24,8,12,14,11,3,3,0,4,2,6,0,9,242,0,0,0,4,4,89,0,61,88,46,0,27,4,4,89,0,0,61,15,43,0,25,4,3,88,0,0,61,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,248,251,9.0,242,0,0,239,3,4,7,6,7,0,False,246,246,9,1.0,1.0,1,0,0,
Lango,Lira City,Railways Division,Ayago HC III,AXlKF4953Sh,0,sKbvzwLZwaO,bG6dCkLNSRR,Railways Division,AXlKF4953Sh,Lira City,Lira East Division,Ayago HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,179,0,0,19,48,24,15,17,19,8,10,2,6,1,4,0,2,0,4,0,17,181,0,19,0,37,9,3,0,56,94,27,0,6,37,9,2,1,0,56,61,27,0,6,34,7,2,1,0,51,53,0,0,0,2,0,0,0,0,3,1,0,0,0,2,0,0,0,0,3,1,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,179,217,17.0,181,0,19,181,6,6,10,4,4,4,False,199,199,17,1.0,1.0,1,0,0,
Acholi,Gulu City,Gulu East,Aywee HC III,aE0Yzd3YZQ9,0,G04kjfAxSbw,W3w1G4g66ps,Gulu East,aE0Yzd3YZQ9,Gulu City,Laroo Pece Division,Aywee HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,204,0,0,16,12,9,20,4,14,4,16,2,19,1,17,0,16,22,32,0,1,205,0,0,0,13,0,31,0,87,72,17,0,0,13,0,31,0,0,87,55,17,0,0,16,0,31,0,0,87,55,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,206,1.0,205,0,0,206,3,3,3,0,0,0,False,203,683,60,0.2972181551976574,0.0166666666666666,1,0,0,
Bunyoro,Hoima City,Western Ward,Azur HC IV,rWhuHZdqFk8,0,QB6RufVrq6W,whyWFdMcQVW,Hoima West Division,rWhuHZdqFk8,Hoima City,Hoima West Division,Azur HC IV,UPMB,84980,CDC,FY2024Q4,144,1,0,5,18,14,7,10,27,7,16,7,10,2,1,3,2,2,12,0,4,139,0,0,0,4,0,4,120,1,17,7,0,10,4,0,1,3,120,1,0,7,0,10,3,0,1,3,114,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143,4.0,139,0,0,139,4,4,6,0,0,0,False,146,146,4,1.0,1.0,0,1,0,
Busoga,Mayuge District,Baitambogwe Subcounty,Baitambogwe HC III,dBJMmXzJwYi,0,RofuqgUlJlw,Odn93yO5vce,Baitambogwe Subcounty,dBJMmXzJwYi,Mayuge District,Baitambogwe Subcounty,Baitambogwe HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,372,0,0,26,11,78,7,11,73,14,61,8,37,4,31,1,6,1,3,0,0,272,0,6,0,56,0,278,14,0,24,5,0,1,56,0,34,244,14,0,18,4,0,1,38,0,33,182,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,1,0,0,0,2,0,0,5,0,0,1,0,0,0,2,0,4,5,0,0,1,0,0,0,2,0,4,5,0,0,1,372,278,0.0,272,0,6,272,0,0,12,8,12,12,True,372,677,0,0.5494830132939439,,1,0,0,39087.47
North Central,Luwero District,Bamunanika Subcounty,Bamunanika HC III,Y8UhpQhdeP2,0,UJyO50KDa2H,cHZGb9Tdnyw,Bamunanika Subcounty,Y8UhpQhdeP2,Luwero District,Bamunanika Subcounty,Bamunanika HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,278,0,0,7,71,22,41,5,30,4,35,5,18,1,12,3,12,2,10,0,9,269,0,2,0,83,1,7,5,0,182,107,0,74,83,1,6,1,5,0,1,107,0,72,82,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,2,1,1,3,1,0,0,0,278,280,9.0,269,0,2,269,3,3,8,5,8,8,True,278,390,9,0.7128205128205128,1.0,0,0,1,59276.5
North Central,Luwero District,Bamunanika Subcounty,Bamunanika Prison HC II,l5IkUjOGO6K,0,zipUkAdAsYz,cHZGb9Tdnyw,Bamunanika Subcounty,l5IkUjOGO6K,Luwero District,Bamunanika Subcounty,Bamunanika Prison HC II,UPS,84974,CDC,FY2024Q4,7,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,7,0,0,0,0,0,0,0,0,0,True,7,390,9,0.0179487179487179,0.0,0,1,0,59276.5
Busoga,Namayingo District,Banda Subcounty (Namayingo District),Banda HC III,eAfaPMGjisn,0,T4YxqIw6zxJ,FOnW0UK6gTZ,Banda Subcounty,eAfaPMGjisn,Namayingo District,Banda Town Council,Banda HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,167,0,0,18,17,35,29,6,14,3,10,0,9,4,7,1,4,3,7,0,1,165,0,0,0,28,1,1,74,0,63,41,0,3,28,1,1,0,74,0,19,41,0,3,28,1,1,0,72,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,166,1.0,165,0,0,165,1,1,0,0,0,0,True,167,167,1,1.0,1.0,1,0,0,
Lango,Lira City,Lira Subcounty,Barapwo HC III,amDpMeSgs3P,0,Ofd9esspzrd,FetVc0FYpgb,Lira Subcounty,amDpMeSgs3P,Lira City,Lira West Division,Barapwo HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,204,0,0,4,19,24,6,14,46,7,24,5,20,1,14,2,5,2,11,0,17,188,0,20,0,24,37,20,1,52,69,6,0,11,24,37,9,11,1,52,52,6,0,10,23,33,8,10,1,52,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,6,0,0,0,1,3,0,1,0,0,6,0,0,0,1,3,0,1,0,0,6,0,0,0,1,3,0,1,0,0,6,204,225,17.0,188,0,20,187,2,2,11,11,11,11,False,203,283,24,0.7173144876325088,0.7083333333333334,1,0,0,
Lango,Lira District,Barr Subcounty,Barr HC III,CpZY2oCsE5i,0,NEmHqxfJBe0,MG9zGpAt3Hf,Barr Subcounty,CpZY2oCsE5i,Lira District,Barr Subcounty,Barr HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,202,0,0,12,21,35,16,11,28,12,32,3,12,3,12,0,2,0,3,0,21,182,0,15,0,50,11,21,5,43,72,4,0,5,50,11,20,1,5,43,63,3,0,5,48,11,19,1,3,43,49,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,7,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,0,1,0,4,202,218,21.0,182,0,15,182,4,4,11,7,7,7,True,202,202,21,1.0,1.0,1,0,0,45260.26
North Central,Kayunga District,Bbaale Subcounty,Bbaale HC IV,ptIo7ouXsPw,0,oWG1PMWA3N1,vaEE9vrI9Dp,Bbaale Subcounty,ptIo7ouXsPw,Kayunga District,Bbaale Subcounty,Bbaale HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,199,0,0,1,83,6,42,8,8,8,12,1,6,2,9,3,1,1,8,0,7,193,0,0,0,15,0,6,42,0,136,119,0,17,15,0,2,4,42,0,0,118,0,17,14,0,2,1,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,3,1,0,0,199,200,7.0,193,0,0,193,1,1,1,7,6,6,True,199,199,7,1.0,1.0,0,0,1,35368.14
Kampala,Kampala District,Nakawa Division,Benedict HC IV,QUd8daomu0P,0,kETvF1uMqKl,qYsuny8iNsQ,Nakawa Division,QUd8daomu0P,Kampala District,Nakawa Division,Benedict HC IV,UEC,81974,CDC,FY2024Q4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,0,2,0,0,0,0,0,0,True,2,2362,862,0.0008467400508044,0.0,0,1,0,653067.38
North Central,Nakaseke District,Kasangombe Subcounty,Bidabuja HC III,YTCehe1KMvF,0,jP3ifKWdlvM,EKCKixQ7aa1,Kasangombe Subcounty,YTCehe1KMvF,Nakaseke District,Kasangombe Subcounty,Bidabuja HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,73,0,0,1,1,4,10,6,8,2,14,1,7,1,11,1,4,0,2,0,8,35,0,0,0,24,2,17,0,1,30,10,0,19,24,2,14,3,0,1,1,1,0,9,8,2,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,73,43,8.0,35,0,0,35,0,0,7,3,3,3,False,74,74,8,1.0,1.0,0,1,0,44819.42
South Central,Bukomansimbi District,Bigasa Subcounty,Bigasa HC III,HW6fE9RYBjI,0,GIpNnMFZyLL,ByyCE9uitbw,Bigasa Subcounty,HW6fE9RYBjI,Bukomansimbi District,Bigasa Subcounty,Bigasa HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,171,1,1,12,8,22,12,7,24,2,22,2,13,4,12,1,10,0,18,0,5,160,0,0,0,76,0,32,0,0,62,13,0,33,76,0,26,6,0,0,16,14,0,36,79,0,27,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171,165,5.0,160,0,0,177,0,0,3,1,1,1,False,170,170,5,1.0,1.0,0,1,0,86536.48
Tooro,Kamwenge District,Bigodi Town Council,Bigodi HC III,d3ugFJbENWb,0,OfggWBLl8ft,yRvyY0BqYj4,Bigodi Town Council,d3ugFJbENWb,Kamwenge District,Bigodi Town Council,Bigodi HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,267,0,1,13,41,41,15,2,42,0,38,1,34,0,13,0,16,0,10,0,8,258,0,0,0,190,0,12,0,8,57,55,0,2,190,0,6,6,0,8,0,54,0,2,189,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,4,0,0,0,267,266,8.0,258,0,0,258,0,0,7,5,6,6,True,267,267,8,1.0,1.0,0,1,0,4335.27
