Unnamed: 0,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,Agency,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees)",Fishing communities,"Military and other uniformed services (including police, border guards, and security workers),Female","Mobile Populations (e.g., migrant workers, truck drivers)",Non-injecting drug users,Discordant Couples,usaid,cdc,dod,total_facility,total_subcounty,pct_of_subcounty_reached,pct_usaid_subcounty,District,Subcounty,subcounty_pop_adjusted,total,pct_pop_prep
337,Kwania District,Abongomola Subcounty,Abongomola HC III,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,6.0,6.0,1.0,0.0,Kwania District,Abongomola Subcounty,35214.67,10.0,0.0002839725602994434
338,Kwania District,Aduku Town Council,Aduku HC IV,USAID,0.0,0.0,165.0,6.0,0.0,0.0,1.0,1.0,649.0,1.0,228.0,8.0,4.0,1.0,7.0,34.0,25.0,1,0,0,650.0,650.0,1.0,1.0,Kwania District,Aduku Town Council,7946.45,1130.0,0.1422018637253113
339,Kwania District,Inomo Town Council,Inomo HC III,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,Kwania District,Inomo Town Council,30500.36,1.0,3.2786498257725485e-05
340,Kyankwanzi District,Butemba Town Council,Butemba HC III,CDC,0.0,0.0,52.0,0.0,0.0,10.0,0.0,36.0,140.0,1.0,68.0,0.0,0.0,0.0,3.0,0.0,10.0,0,1,0,176.0,176.0,1.0,0.0,Kyankwanzi District,Butemba Town Council,29552.76,320.0,0.010828091860117297
341,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,CDC,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,176.0,8.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,176.0,176.0,1.0,0.0,Kyankwanzi District,Gayaza Subcounty,42083.74,345.0,0.008197940582277146
342,Kyankwanzi District,Kyankwanzi Subcounty,St. Balikudembe HC III,CDC,0.0,0.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0,1,0,21.0,21.0,1.0,0.0,Kyankwanzi District,Kyankwanzi Subcounty,14003.88,42.0,0.0029991688017892188
343,Kyankwanzi District,Kyankwanzi Town Council,Kyankwanzi HC III,CDC,0.0,0.0,91.0,0.0,0.0,0.0,0.0,85.0,33.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,4.0,0,1,0,118.0,118.0,1.0,0.0,Kyankwanzi District,Kyankwanzi Town Council,12623.68,233.0,0.018457375345382644
344,Kyankwanzi District,Mulagi Subcounty,Nalinya Ndagire HC III,CDC,0.0,0.0,60.0,0.0,0.0,0.0,0.0,14.0,48.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,62.0,62.0,1.0,0.0,Kyankwanzi District,Mulagi Subcounty,26782.06,124.0,0.004629964984022887
345,Kyankwanzi District,Nsambya Subcounty,Kikonda HC III,CDC,0.0,0.0,89.0,0.0,0.0,0.0,0.0,3.0,126.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,129.0,129.0,1.0,0.0,Kyankwanzi District,Nsambya Subcounty,54346.92,257.0,0.004728878839868019
346,Kyankwanzi District,Ntunda Town Council,Mujunza HC III,CDC,0.0,0.0,64.0,0.0,0.0,0.0,0.0,23.0,97.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0,120.0,120.0,1.0,0.0,Kyankwanzi District,Ntunda Town Council,15517.98,211.0,0.013597130554363391
347,Kyankwanzi District,Ntwetwe Town Council,Ntwetwe HC IV,CDC,0.0,0.0,172.0,0.0,0.0,1.0,0.0,2.0,303.0,11.0,117.0,0.0,0.0,0.0,1.0,0.0,3.0,0,1,0,305.0,305.0,1.0,0.0,Kyankwanzi District,Ntwetwe Town Council,20902.82,610.0,0.029182665305446824
348,Kyankwanzi District,Wattuba Subcounty,Kikolimbo HC II,CDC,0.0,0.0,91.0,0.0,0.0,0.0,0.0,2.0,110.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,112.0,112.0,1.0,0.0,Kyankwanzi District,Wattuba Subcounty,43220.86,220.0,0.0050901347173563875
349,Kyegegwa District,Hapuuyo Town Council,Hapuuyo HC III,CDC,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,112.0,112.0,1.0,0.0,Kyegegwa District,Hapuuyo Town Council,46567.33,223.0,0.0047887649989810455
350,Kyegegwa District,Kabweza-Kyegegwa Subcounty,Wekomiire St. Thereza HC III,CDC,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,35.0,0.0,0.0,3.0,4.0,0.0,0.0,0,1,0,137.0,137.0,1.0,0.0,Kyegegwa District,Kabweza-Kyegegwa Subcounty,25975.57,274.0,0.01054837295196987
351,Kyegegwa District,Kakabara Town Council,Kakabara HC III,CDC,0.0,0.0,111.0,0.0,0.0,0.0,0.0,1.0,177.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,0,1,0,178.0,178.0,1.0,0.0,Kyegegwa District,Kakabara Town Council,49957.06,356.0,0.0071261199117802375
352,Kyegegwa District,Kazinga Town Council,Kazinga HC III,CDC,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,165.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,1,0,165.0,165.0,1.0,0.0,Kyegegwa District,Kazinga Town Council,,330.0,
353,Kyegegwa District,Kyakaii Refugee Camp Subcounty,Bujubuli HC III,CDC,4.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,160.0,4.0,28.0,2.0,0.0,0.0,10.0,0.0,3.0,0,1,0,160.0,160.0,1.0,0.0,Kyegegwa District,Kyakaii Refugee Camp Subcounty,,304.0,
354,Kyegegwa District,Kyegegwa Town Council,Kyegegwa Hospital,CDC,17.0,3.0,590.0,4.0,0.0,0.0,1.0,1.0,964.0,11.0,293.0,0.0,0.0,1.0,3.0,7.0,24.0,0,1,0,965.0,965.0,1.0,0.0,Kyegegwa District,Kyegegwa Town Council,19325.89,1919.0,0.09929684997689628
355,Kyegegwa District,Mpara Town Council,Mpara HC III,CDC,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,135.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,135.0,135.0,1.0,0.0,Kyegegwa District,Mpara Town Council,10896.37,269.0,0.02468712057318171
356,Kyegegwa District,Ruyonza Subcounty,Karwenyi HC III,CDC,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,56.0,56.0,1.0,0.0,Kyegegwa District,Ruyonza Subcounty,29025.4,112.0,0.0038586892859357666
357,Kyenjojo District,Butiiti Town Council,Butiiti HC III,CDC,2.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,245.0,52.0,61.0,0.0,1.0,0.0,7.0,0.0,16.0,0,1,0,245.0,245.0,1.0,0.0,Kyenjojo District,Butiiti Town Council,19420.65,489.0,0.025179383800233254
358,Kyenjojo District,Butunduzi Town Council,Butunduzi HC III,CDC,1.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,191.0,10.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,191.0,264.0,0.7234848484848485,0.0,Kyenjojo District,Butunduzi Town Council,14534.33,380.0,0.026144996019768368
359,Kyenjojo District,Butunduzi Town Council,St. Theresa Lisieux Rwibaale Health Centre IV,CDC,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,73.0,264.0,0.2765151515151515,0.0,Kyenjojo District,Butunduzi Town Council,14534.33,146.0,0.010045182681279427
360,Kyenjojo District,Katooke Town Council,Katooke HC III,CDC,5.0,0.0,120.0,1.0,1.0,0.0,0.0,3.0,229.0,7.0,60.0,0.0,0.0,20.0,4.0,0.0,8.0,0,1,0,232.0,232.0,1.0,0.0,Kyenjojo District,Katooke Town Council,15031.82,458.0,0.030468699066380518
361,Kyenjojo District,Kifuka Town Council,Bufunjo HC III,CDC,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,117.0,4.0,26.0,0.0,0.0,0.0,4.0,0.0,2.0,0,1,0,118.0,118.0,1.0,0.0,Kyenjojo District,Kifuka Town Council,,231.0,
362,Kyenjojo District,Kigaraale Subcounty,Kigaraale HC III,CDC,5.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,151.0,7.0,27.0,0.0,0.0,4.0,3.0,0.0,4.0,0,1,0,151.0,151.0,1.0,0.0,Kyenjojo District,Kigaraale Subcounty,24682.92,302.0,0.012235181250840664
363,Kyenjojo District,Kisojo Town Council,Kisojo HC III,CDC,0.0,0.0,122.0,0.0,0.0,0.0,0.0,5.0,215.0,21.0,57.0,0.0,0.0,0.0,4.0,0.0,15.0,0,1,0,220.0,220.0,1.0,0.0,Kyenjojo District,Kisojo Town Council,22726.95,439.0,0.019316274291094934
364,Kyenjojo District,Kyarusozi Town Council,Kyarusozi HC IV,CDC,22.0,0.0,225.0,0.0,0.0,3.0,3.0,4.0,535.0,74.0,189.0,1.0,0.0,12.0,3.0,0.0,8.0,0,1,0,539.0,539.0,1.0,0.0,Kyenjojo District,Kyarusozi Town Council,13541.41,1079.0,0.07968151027108698
365,Kyenjojo District,Kyembogo Subcounty,Kyembogo Holy Cross HC III,,0.0,0.0,67.0,0.0,0.0,0.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,67.0,67.0,1.0,0.0,Kyenjojo District,Kyembogo Subcounty,,134.0,
366,Kyenjojo District,Kyenjojo Town Council,Kyenjojo Hospital,CDC,67.0,0.0,226.0,0.0,0.0,1.0,0.0,111.0,612.0,99.0,180.0,0.0,0.0,7.0,47.0,0.0,66.0,0,1,0,723.0,723.0,1.0,0.0,Kyenjojo District,Kyenjojo Town Council,23648.8,1416.0,0.05987618822096682
367,Kyenjojo District,Mabira Town Council,Nyankwanzi HC III,CDC,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,107.0,0.0,78.0,0.0,0.0,0.0,8.0,1.0,8.0,0,1,0,107.0,133.0,0.8045112781954887,0.0,Kyenjojo District,Mabira Town Council,26268.09,211.0,0.008032559656983055
368,Kyenjojo District,Mabira Town Council,St. Martins-Mabiira HC III,,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,133.0,0.1954887218045112,0.0,Kyenjojo District,Mabira Town Council,26268.09,52.0,0.001979588161910516
369,Kyenjojo District,Nyabuharwa Subcounty,Nyakarongo HC II,CDC,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,173.0,173.0,1.0,0.0,Kyenjojo District,Nyabuharwa Subcounty,25471.9,346.0,0.013583596041127674
370,Kyotera District,Kabira Subcounty,Kabira (Kyotera) HC III,CDC,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,215.0,16.0,20.0,0.0,9.0,0.0,84.0,0.0,38.0,0,1,0,216.0,216.0,1.0,0.0,Kyotera District,Kabira Subcounty,63441.82,392.0,0.006178889571579126
371,Kyotera District,Kakuuto Subcounty,Kakuuto HC IV,CDC,0.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,368.0,21.0,96.0,0.0,11.0,3.0,15.0,0.0,10.0,0,1,0,369.0,369.0,1.0,0.0,Kyotera District,Kakuuto Subcounty,80842.64,720.0,0.008906191089256858
372,Kyotera District,Kalisizo Town Council,Kalisizo Hospital,CDC,0.0,0.0,153.0,0.0,0.0,0.0,0.0,79.0,332.0,4.0,49.0,0.0,63.0,0.0,11.0,0.0,59.0,0,1,0,411.0,450.0,0.9133333333333332,0.0,Kyotera District,Kalisizo Town Council,28800.86,750.0,0.02604088905678511
373,Kyotera District,Kalisizo Town Council,Rakai Health Sciences Program Clinic,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,0,1,0,39.0,450.0,0.0866666666666666,0.0,Kyotera District,Kalisizo Town Council,28800.86,65.0,0.002256877051588043
374,Kyotera District,Kasaali Town Council,Kasaali HC III,CDC,0.0,0.0,152.0,0.0,0.0,0.0,0.0,8.0,314.0,4.0,36.0,0.0,0.0,0.0,41.0,0.0,22.0,0,1,0,322.0,322.0,1.0,0.0,Kyotera District,Kasaali Town Council,54697.12,577.0,0.010549001483076257
375,Kyotera District,Kasasa Subcounty,Kasasa HC III,CDC,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,147.0,56.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,0,1,0,148.0,148.0,1.0,0.0,Kyotera District,Kasasa Subcounty,35234.24,245.0,0.006953463449190333
376,Kyotera District,Kasensero Town Council,Kasensero HC II,CDC,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,225.0,25.0,36.0,0.0,53.0,0.0,0.0,0.0,0.0,0,1,0,225.0,225.0,1.0,0.0,Kyotera District,Kasensero Town Council,,443.0,
377,Kyotera District,Kyebe Subcounty,Kyebe HC III,CDC,0.0,2.0,143.0,0.0,0.0,6.0,3.0,2.0,294.0,7.0,4.0,0.0,66.0,0.0,23.0,6.0,10.0,0,1,0,296.0,296.0,1.0,0.0,Kyotera District,Kyebe Subcounty,42615.22,566.0,0.013281639752182436
378,Kyotera District,Mutukula Town Council,Mutukula HC III,CDC,0.0,0.0,85.0,10.0,1.0,0.0,0.0,53.0,294.0,1.0,31.0,0.0,0.0,3.0,118.0,0.0,0.0,0,1,0,347.0,347.0,1.0,0.0,Kyotera District,Mutukula Town Council,,596.0,
379,Kyotera District,Nabigasa Subcounty,Nabigasa HC III,CDC,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,32.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,40.0,0,1,0,51.0,51.0,1.0,0.0,Kyotera District,Nabigasa Subcounty,42555.48,100.0,0.002349873623796512
380,Lamwo District,Palabek Ogili Subcounty,Palabek Ogili HC III,USAID,0.0,0.0,165.0,0.0,0.0,3.0,7.0,33.0,362.0,38.0,31.0,4.0,0.0,72.0,9.0,0.0,3.0,1,0,0,395.0,395.0,1.0,1.0,Lamwo District,Palabek Ogili Subcounty,9775.73,727.0,0.07436784772083517
381,Lira City,Lira East Division,Ayago HC III,USAID,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,0.0,1,0,0,126.0,441.0,0.2857142857142857,0.91156462585034,Lira City,Lira East Division,30220.2,164.0,0.005426833707255412
382,Lira City,Lira East Division,Boroboro HC III,USAID,2.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,117.0,3.0,54.0,0.0,1.0,3.0,12.0,0.0,4.0,1,0,0,120.0,441.0,0.272108843537415,0.91156462585034,Lira City,Lira East Division,30220.2,239.0,0.007908617414841728
383,Lira City,Lira East Division,Lira Army Barracks Health Centre III,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,8.0,0.0,0.0,31.0,0.0,0.0,0.0,0,0,0,39.0,441.0,0.0884353741496598,0.91156462585034,Lira City,Lira East Division,30220.2,78.0,0.002581055055889769
384,Lira City,Lira East Division,Ngetta HC III,USAID,1.0,0.0,54.0,0.0,0.0,1.0,1.0,44.0,84.0,8.0,31.0,0.0,2.0,6.0,8.0,8.0,2.0,1,0,0,128.0,441.0,0.2902494331065759,0.91156462585034,Lira City,Lira East Division,30220.2,250.0,0.008272612358621055
385,Lira City,Lira East Division,Pag Mission Hospital,USAID,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,28.0,441.0,0.0634920634920634,0.91156462585034,Lira City,Lira East Division,30220.2,56.0,0.0018530651683311163
386,Lira City,Lira West Division,Amuca SDA HC III,USAID,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1,0,0,7.0,1276.0,0.0054858934169279,1.0,Lira City,Lira West Division,72153.56,14.0,0.00019403062024936815
387,Lira City,Lira West Division,Barapwo HC III,USAID,1.0,0.0,33.0,10.0,0.0,0.0,0.0,0.0,113.0,0.0,6.0,0.0,1.0,10.0,4.0,9.0,0.0,1,0,0,113.0,1276.0,0.0885579937304075,1.0,Lira City,Lira West Division,72153.56,187.0,0.002591694713330846
388,Lira City,Lira West Division,Lira Regional Referral Hospital,USAID,43.0,0.0,668.0,4.0,0.0,2.0,2.0,101.0,852.0,0.0,117.0,0.0,0.0,0.0,1.0,27.0,52.0,1,0,0,953.0,1276.0,0.7468652037617555,1.0,Lira City,Lira West Division,72153.56,1869.0,0.02590308780329065
389,Lira City,Lira West Division,Ober HC IV,USAID,0.0,0.0,41.0,14.0,1.0,0.0,0.0,7.0,196.0,3.0,18.0,0.0,0.0,1.0,8.0,15.0,0.0,1,0,0,203.0,1276.0,0.1590909090909091,1.0,Lira City,Lira West Division,72153.56,304.0,0.004213236325414852
390,Lira District,Amach Town Council,Amach HC IV,USAID,0.0,0.0,42.0,1.0,0.0,0.0,0.0,6.0,185.0,112.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,1,0,0,191.0,191.0,1.0,1.0,Lira District,Amach Town Council,,366.0,
391,Lira District,Aromo Subcounty,Aromo HC III,USAID,0.0,0.0,58.0,7.0,0.0,0.0,0.0,0.0,83.0,0.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,83.0,83.0,1.0,1.0,Lira District,Aromo Subcounty,33382.3,165.0,0.004942739116238245
392,Lira District,Barr Subcounty,Barr HC III,USAID,0.0,0.0,48.0,4.0,0.0,1.0,0.0,0.0,313.0,101.0,21.0,0.0,1.0,0.0,1.0,13.0,0.0,1,0,0,313.0,313.0,1.0,1.0,Lira District,Barr Subcounty,45260.26,503.0,0.011113502220270055
393,Lira District,Ogur Subcounty,Ogur HC IV,USAID,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1,0,0,30.0,30.0,1.0,1.0,Lira District,Ogur Subcounty,37015.11,58.0,0.001566927668187397
394,Luwero District,Bamunanika Subcounty,Bamunanika HC III,DOD,0.0,0.0,44.0,0.0,0.0,9.0,9.0,40.0,156.0,57.0,19.0,0.0,0.0,0.0,1.0,0.0,55.0,0,0,1,196.0,307.0,0.6384364820846905,0.0,Luwero District,Bamunanika Subcounty,59276.5,390.0,0.006579335824483564
395,Luwero District,Bamunanika Subcounty,Ssekamuli HC III,DOD,0.0,0.0,28.0,0.0,0.0,0.0,0.0,78.0,33.0,15.0,40.0,0.0,1.0,0.0,12.0,0.0,9.0,0,0,1,111.0,307.0,0.3615635179153094,0.0,Luwero District,Bamunanika Subcounty,59276.5,216.0,0.0036439398412524355
396,Luwero District,Bombo Town Council,Bombo HC III,DOD,0.0,0.0,68.0,0.0,1.0,0.0,0.0,55.0,145.0,88.0,29.0,0.0,0.0,0.0,3.0,0.0,8.0,0,0,1,200.0,252.0,0.7936507936507936,0.0,Luwero District,Bombo Town Council,53213.92,397.0,0.007460453956408398
397,Luwero District,Bombo Town Council,Nakatonya HC III,DOD,0.0,0.0,7.0,0.0,0.0,0.0,0.0,35.0,4.0,2.0,3.0,0.0,0.0,0.0,10.0,0.0,14.0,0,0,1,39.0,252.0,0.1547619047619047,0.0,Luwero District,Bombo Town Council,53213.92,75.0,0.001409405659271108
398,Luwero District,Bombo Town Council,St. Luke Namaliga HC IV,DOD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,1,13.0,252.0,0.0515873015873015,0.0,Luwero District,Bombo Town Council,53213.92,24.0,0.00045100981096675457
399,Luwero District,Busiika Town Council,St. Kizito Natyole HC III,DOD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,1,18.0,18.0,1.0,0.0,Luwero District,Busiika Town Council,,31.0,
400,Luwero District,Butuntumula Subcounty,Butuntumula HC III,DOD,0.0,0.0,27.0,0.0,1.0,0.0,0.0,12.0,53.0,3.0,17.0,0.0,0.0,0.0,4.0,0.0,11.0,0,0,1,65.0,125.0,0.52,0.0,Luwero District,Butuntumula Subcounty,72746.84,128.0,0.00175952659936844
401,Luwero District,Butuntumula Subcounty,St. Mary's  Kasaala HC III,DOD,0.0,0.0,13.0,0.0,0.0,0.0,0.0,54.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0,1,60.0,125.0,0.48,0.0,Luwero District,Butuntumula Subcounty,72746.84,120.0,0.0016495561869079125
402,Luwero District,Kalagala Subcounty,Kalagala HC IV,DOD,0.0,0.0,97.0,0.0,0.0,7.0,1.0,128.0,71.0,18.0,41.0,0.0,1.0,1.0,5.0,0.0,15.0,0,0,1,199.0,199.0,1.0,0.0,Luwero District,Kalagala Subcounty,91814.2,385.0,0.004193251152871778
403,Luwero District,Kamira Town Council,Kamira HC III,DOD,0.0,0.0,15.0,0.0,0.0,0.0,1.0,33.0,15.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,48.0,48.0,1.0,0.0,Luwero District,Kamira Town Council,,89.0,
404,Luwero District,Katikamu Subcounty,Katikamu HC III,DOD,15.0,0.0,168.0,0.0,0.0,1.0,0.0,95.0,224.0,28.0,54.0,0.0,0.0,3.0,3.0,6.0,14.0,0,0,1,319.0,491.0,0.6496945010183299,0.0,Luwero District,Katikamu Subcounty,89498.76000000001,611.0,0.00682691022758304
405,Luwero District,Katikamu Subcounty,Kyalugondo HC III,DOD,0.0,0.0,36.0,0.0,0.0,0.0,0.0,54.0,48.0,12.0,31.0,0.0,0.0,0.0,5.0,0.0,9.0,0,0,1,102.0,491.0,0.2077393075356415,0.0,Luwero District,Katikamu Subcounty,89498.76000000001,195.0,0.0021788011364626725
406,Luwero District,Katikamu Subcounty,Nsawo HC III,DOD,0.0,0.0,20.0,0.0,0.0,0.0,0.0,23.0,47.0,14.0,8.0,0.0,0.0,0.0,7.0,4.0,5.0,0,0,1,70.0,491.0,0.1425661914460285,0.0,Luwero District,Katikamu Subcounty,89498.76000000001,128.0,0.001430187412652421
407,Luwero District,Kikyusa Subcounty,Kibengo HC III,DOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,8.0,1.0,0.0,0.0,0.0,17.0,0.0,1.0,0,0,1,27.0,112.0,0.2410714285714285,0.0,Luwero District,Kikyusa Subcounty,71562.34,54.0,0.000754586839949616
408,Luwero District,Kikyusa Subcounty,Wabusana HC III,DOD,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,59.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,1,85.0,112.0,0.7589285714285714,0.0,Luwero District,Kikyusa Subcounty,71562.34,159.0,0.002221839028740536
409,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa HC IV,DOD,0.0,0.0,15.0,0.0,0.0,4.0,6.0,38.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0,0,1,38.0,38.0,1.0,0.0,Luwero District,Kikyusa Town Council,,78.0,
410,Luwero District,Luweero Town Council,Bishop Ascili Hospital,DOD,0.0,0.0,11.0,0.0,0.0,0.0,0.0,38.0,48.0,10.0,27.0,0.0,0.0,0.0,29.0,0.0,8.0,0,0,1,86.0,617.0,0.1393841166936791,0.0,Luwero District,Luweero Town Council,88310.14,171.0,0.0019363574783144949
411,Luwero District,Luweero Town Council,Luwero Hospital,DOD,0.0,0.0,320.0,0.0,0.0,5.0,0.0,452.0,79.0,56.0,48.0,0.0,0.0,1.0,41.0,0.0,44.0,0,0,1,531.0,617.0,0.8606158833063209,0.0,Luwero District,Luweero Town Council,88310.14,1046.0,0.011844619428754161
412,Luwero District,Makulubita Subcounty,Bowa HC III,DOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,0,0,1,22.0,88.0,0.25,0.0,Luwero District,Makulubita Subcounty,67767.82,40.0,0.0005902506528910034
413,Luwero District,Makulubita Subcounty,Kasozi HC III,DOD,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,23.0,88.0,0.2613636363636363,0.0,Luwero District,Makulubita Subcounty,67767.82,44.0,0.0006492757181801038
414,Luwero District,Makulubita Subcounty,Makulubita HC III,DOD,0.0,0.0,16.0,0.0,3.0,0.0,1.0,23.0,20.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,11.0,0,0,1,43.0,88.0,0.4886363636363636,0.0,Luwero District,Makulubita Subcounty,67767.82,86.0,0.0012690389037156573
415,Luwero District,Nyimbwa Subcounty,Nyimbwa HC IV,DOD,0.0,0.0,85.0,0.0,0.0,1.0,12.0,77.0,164.0,73.0,41.0,0.0,0.0,1.0,10.0,8.0,5.0,0,0,1,241.0,241.0,1.0,0.0,Luwero District,Nyimbwa Subcounty,75266.22,477.0,0.006337504394401632
416,Luwero District,Wobulenzi Town Council,Bukalasa HC III,DOD,0.0,1.0,29.0,0.0,0.0,0.0,3.0,51.0,13.0,5.0,8.0,0.0,0.0,0.0,10.0,0.0,2.0,0,0,1,64.0,241.0,0.2655601659751037,0.0,Luwero District,Wobulenzi Town Council,55718.880000000005,122.0,0.0021895630350071645
417,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) HC III,DOD,0.0,0.0,65.0,0.0,0.0,0.0,0.0,18.0,122.0,4.0,45.0,0.0,0.0,0.0,15.0,0.0,9.0,0,0,1,140.0,241.0,0.5809128630705395,0.0,Luwero District,Wobulenzi Town Council,55718.880000000005,278.0,0.004989332161737637
418,Luwero District,Wobulenzi Town Council,Kikoma HC III,DOD,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,26.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,37.0,241.0,0.1535269709543568,0.0,Luwero District,Wobulenzi Town Council,55718.880000000005,74.0,0.0013280956113977881
419,Luwero District,Zirobwe Town Council,Zirobwe HC III,DOD,0.0,0.0,43.0,0.0,0.0,21.0,22.0,143.0,49.0,26.0,38.0,0.0,0.0,0.0,4.0,0.0,12.0,0,0,1,192.0,192.0,1.0,0.0,Luwero District,Zirobwe Town Council,,358.0,
420,Lwengo District,Kisekka Subcounty,Kiwangala HC IV,CDC,0.0,0.0,36.0,0.0,0.0,0.0,0.0,25.0,131.0,12.0,34.0,0.0,2.0,0.0,22.0,0.0,49.0,0,1,0,156.0,362.0,0.430939226519337,0.0,Lwengo District,Kisekka Subcounty,101413.8,311.0,0.003066643790095628
