,,,,,,,,,,,,,,,,,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV2,PP_PREV3,PP_PREV4,PP_PREV5,PP_PREV6,PP_PREV7,PP_PREV8,PP_PREV9,PP_PREV10,PP_PREV11,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary
West Nile,Arua City,Arua Hill Division,Arua Main Prisons HC III,KA7zSU5VV0V,,LCWEV2qP0BX,D42GijvCb09,Arua Hill Division,KA7zSU5VV0V,Arua City,Arua Central Division,Arua Main Prisons HC III,UPS,84974,CDC,FY2024Q4,3,,,,1,,,,,,,,,,,,1,,1,,2,1,,,,,2,0,,,1,,,,,2,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,2,1,,,1,1,1,3,2,2,1,TRUE
West Nile,Arua City,Arua Hill Division,Arua Regional Referral Hospital,THGKB3lHEUx,,JoSFKrks16R,D42GijvCb09,Arua Hill Division,THGKB3lHEUx,Arua City,Arua Central Division,Arua Regional Referral Hospital,MoH_G2G_RRH Strategy,70367,CDC,FY2024Q4,414,,,26,12,94,10,7,92,9,64,10,30,4,32,1,12,2,9,,2,412,,,,88,14,117,1,132,62,15,,37,88,14,80,37,1,132,10,15,0,37,88,14,80,37,1,130,10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,414,2,412,,,412,5,2,1,0,0,0,TRUE
Acholi,Pader District,Atanga Town Council,Atanga HC III,SF33CGHTeUn,,RlKsK6lGK38,VAadzm740px,Atanga Town Council,SF33CGHTeUn,Pader District,Atanga Town Council,Atanga HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,23,,,,2,,,3,,5,,2,,1,2,1,1,3,3,,,23,,,,,,0,,,23,,,21,,,,,,,2,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,,23,,,23,0,0,0,0,0,0,TRUE
Acholi,Amuru District,Atiak Town Council,Atiak HC IV,i5CDWEBfo9n,,uSYgIcPU7dk,AzRIlAnj9DQ,Attiak Town Council,i5CDWEBfo9n,Amuru District,Attiak Town Council,Atiak HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,73,,,1,8,14,4,4,8,4,12,2,7,3,3,1,1,,1,,12,134,,12,,35,3,17,,3,90,8,,20,35,3,14,3,,3,62,6,0,19,33,3,14,3,0,3,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73,158,12,134,,12,134,1,1,6,8,1,1,FALSE
Lango,Oyam District,Aber Subcounty,Atura HC III,KCqaFyGMWjF,,eZfbye2C1Kd,f10Eq5DmM1k,Aber Subcounty,KCqaFyGMWjF,Oyam District,Aber Subcounty,Atura HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,486,,,12,53,26,15,65,57,47,44,34,37,18,28,14,15,12,9,,64,442,,,,136,2,40,17,3,293,,,,136,2,40,,17,3,293,0,0,0,110,2,33,0,14,1,282,0,0,0,4,0,3,0,0,0,20,0,0,0,4,0,3,0,0,0,20,0,0,0,23,0,8,0,3,2,26,0,0,0,15,0,1,0,1,1,9,0,0,0,15,0,6,0,1,1,9,0,0,0,14,0,6,0,1,1,9,486,506,64,442,,,442,27,27,62,27,32,31,FALSE
Acholi,Gulu District,Awach Subcounty (Gulu District),Awach HC IV,Z1dfGmIoSeF,,uY9klLlOeJR,dVYOWfEqpLE,Awach Subcounty,Z1dfGmIoSeF,Gulu District,Awach Subcounty,Awach HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,248,,,29,37,63,20,12,24,8,12,14,11,3,3,,4,2,6,,9,242,,,,4,4,89,,61,88,46,,27,4,4,89,,,61,15,43,0,25,4,3,88,0,0,61,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,248,251,9,242,,,239,3,4,7,6,7,0,FALSE
Lango,Lira City,Railways Division,Ayago HC III,AXlKF4953Sh,,sKbvzwLZwaO,bG6dCkLNSRR,Railways Division,AXlKF4953Sh,Lira City,Lira East Division,Ayago HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,179,,,19,48,24,15,17,19,8,10,2,6,1,4,,2,,4,,17,181,,19,,37,9,3,,56,94,27,,6,37,9,2,1,,56,61,27,0,6,34,7,2,1,0,51,53,0,0,0,2,0,0,0,0,3,1,0,0,0,2,0,0,0,0,3,1,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,179,217,17,181,,19,181,6,6,10,4,4,4,FALSE
Acholi,Gulu City,Gulu East,Aywee HC III,aE0Yzd3YZQ9,,G04kjfAxSbw,W3w1G4g66ps,Gulu East,aE0Yzd3YZQ9,Gulu City,Laroo Pece Division,Aywee HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,204,,,16,12,9,20,4,14,4,16,2,19,1,17,,16,22,32,,1,205,,,,13,,31,,87,72,17,,,13,,31,,,87,55,17,0,0,16,0,31,0,0,87,55,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,206,1,205,,,206,3,3,3,0,0,0,FALSE
Bunyoro,Hoima City,Western Ward,Azur HC IV,rWhuHZdqFk8,,QB6RufVrq6W,whyWFdMcQVW,Hoima West Division,rWhuHZdqFk8,Hoima City,Hoima West Division,Azur HC IV,UPMB,84980,CDC,FY2024Q4,144,1,,5,18,14,7,10,27,7,16,7,10,2,1,3,2,2,12,,4,139,,,,4,,4,120,1,17,7,,10,4,,1,3,120,1,,7,0,10,3,0,1,3,114,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143,4,139,,,139,4,4,6,0,0,0,FALSE
Busoga,Mayuge District,Baitambogwe Subcounty,Baitambogwe HC III,dBJMmXzJwYi,,RofuqgUlJlw,Odn93yO5vce,Baitambogwe Subcounty,dBJMmXzJwYi,Mayuge District,Baitambogwe Subcounty,Baitambogwe HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,372,,,26,11,78,7,11,73,14,61,8,37,4,31,1,6,1,3,,,272,,6,,56,,278,14,,24,5,,1,56,,34,244,14,,18,4,0,1,38,0,33,182,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,1,0,0,0,2,0,0,5,0,0,1,0,0,0,2,0,4,5,0,0,1,0,0,0,2,0,4,5,0,0,1,372,278,,272,,6,272,0,0,12,8,12,12,TRUE
North Central,Luwero District,Bamunanika Subcounty,Bamunanika HC III,Y8UhpQhdeP2,,UJyO50KDa2H,cHZGb9Tdnyw,Bamunanika Subcounty,Y8UhpQhdeP2,Luwero District,Bamunanika Subcounty,Bamunanika HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,278,,,7,71,22,41,5,30,4,35,5,18,1,12,3,12,2,10,,9,269,,2,,83,1,7,5,,182,107,,74,83,1,6,1,5,,1,107,0,72,82,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,2,1,1,3,1,0,0,0,278,280,9,269,,2,269,3,3,8,5,8,8,TRUE
North Central,Luwero District,Bamunanika Subcounty,Bamunanika Prison HC II,l5IkUjOGO6K,,zipUkAdAsYz,cHZGb9Tdnyw,Bamunanika Subcounty,l5IkUjOGO6K,Luwero District,Bamunanika Subcounty,Bamunanika Prison HC II,UPS,84974,CDC,FY2024Q4,7,,,,,,,1,5,,1,,,,,,,,,,,7,,,,,7,0,,,0,,,,,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,7,,,0,0,0,0,0,0,0,TRUE
Busoga,Namayingo District,Banda Subcounty (Namayingo District),Banda HC III,eAfaPMGjisn,,T4YxqIw6zxJ,FOnW0UK6gTZ,Banda Subcounty,eAfaPMGjisn,Namayingo District,Banda Town Council,Banda HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,167,,,18,17,35,29,6,14,3,10,,9,4,7,1,4,3,7,,1,165,,,,28,1,1,74,,63,41,,3,28,1,1,,74,,19,41,0,3,28,1,1,0,72,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,166,1,165,,,165,1,1,0,0,0,0,TRUE
Lango,Lira City,Lira Subcounty,Barapwo HC III,amDpMeSgs3P,,Ofd9esspzrd,FetVc0FYpgb,Lira Subcounty,amDpMeSgs3P,Lira City,Lira West Division,Barapwo HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,204,,,4,19,24,6,14,46,7,24,5,20,1,14,2,5,2,11,,17,188,,20,,24,37,20,1,52,69,6,,11,24,37,9,11,1,52,52,6,0,10,23,33,8,10,1,52,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,6,0,0,0,1,3,0,1,0,0,6,0,0,0,1,3,0,1,0,0,6,0,0,0,1,3,0,1,0,0,6,204,225,17,188,,20,187,2,2,11,11,11,11,FALSE
Lango,Lira District,Barr Subcounty,Barr HC III,CpZY2oCsE5i,,NEmHqxfJBe0,MG9zGpAt3Hf,Barr Subcounty,CpZY2oCsE5i,Lira District,Barr Subcounty,Barr HC III,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,202,,,12,21,35,16,11,28,12,32,3,12,3,12,,2,,3,,21,182,,15,,50,11,21,5,43,72,4,,5,50,11,20,1,5,43,63,3,0,5,48,11,19,1,3,43,49,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,7,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,1,0,1,0,4,202,218,21,182,,15,182,4,4,11,7,7,7,TRUE
North Central,Kayunga District,Bbaale Subcounty,Bbaale HC IV,ptIo7ouXsPw,,oWG1PMWA3N1,vaEE9vrI9Dp,Bbaale Subcounty,ptIo7ouXsPw,Kayunga District,Bbaale Subcounty,Bbaale HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,199,,,1,83,6,42,8,8,8,12,1,6,2,9,3,1,1,8,,7,193,,,,15,,6,42,,136,119,,17,15,,2,4,42,,,118,0,17,14,0,2,1,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,3,1,0,0,199,200,7,193,,,193,1,1,1,7,6,6,TRUE
Kampala,Kampala District,Nakawa Division,Benedict HC IV,QUd8daomu0P,,kETvF1uMqKl,qYsuny8iNsQ,Nakawa Division,QUd8daomu0P,Kampala District,Nakawa Division,Benedict HC IV,UEC,81974,CDC,FY2024Q4,2,,,,,,,,,,2,,,,,,,,,,,2,,,,,,1,,,1,,,1,,,,1,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,2,,,2,0,0,0,0,0,0,TRUE
North Central,Nakaseke District,Kasangombe Subcounty,Bidabuja HC III,YTCehe1KMvF,,jP3ifKWdlvM,EKCKixQ7aa1,Kasangombe Subcounty,YTCehe1KMvF,Nakaseke District,Kasangombe Subcounty,Bidabuja HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,73,,,1,1,4,10,6,8,2,14,1,7,1,11,1,4,,2,,8,35,,,,24,2,17,,1,30,10,,19,24,2,14,3,,1,1,1,0,9,8,2,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,73,43,8,35,,,35,0,0,7,3,3,3,FALSE
South Central,Bukomansimbi District,Bigasa Subcounty,Bigasa HC III,HW6fE9RYBjI,,GIpNnMFZyLL,ByyCE9uitbw,Bigasa Subcounty,HW6fE9RYBjI,Bukomansimbi District,Bigasa Subcounty,Bigasa HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,171,1,1,12,8,22,12,7,24,2,22,2,13,4,12,1,10,,18,,5,160,,,,76,,32,,,62,13,,33,76,,26,6,,,16,14,0,36,79,0,27,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171,165,5,160,,,177,0,0,3,1,1,1,FALSE
Tooro,Kamwenge District,Bigodi Town Council,Bigodi HC III,d3ugFJbENWb,,OfggWBLl8ft,yRvyY0BqYj4,Bigodi Town Council,d3ugFJbENWb,Kamwenge District,Bigodi Town Council,Bigodi HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,267,,1,13,41,41,15,2,42,,38,1,34,,13,,16,,10,,8,258,,,,190,,12,,8,57,55,,2,190,,6,6,,8,,54,0,2,189,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,4,0,0,0,267,266,8,258,,,258,0,0,7,5,6,6,TRUE
Tooro,Kamwenge District,Biguli Subcounty,Biguli HC III,Sg3h27N489f,,LOHAwPBwgRj,sQMpQ2sp854,Biguli Subcounty,Sg3h27N489f,Kamwenge District,Biguli Town Council,Biguli HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,202,,,11,33,28,30,2,41,,26,,22,,2,,3,,4,,9,193,,,,130,,7,,,65,63,,,130,,3,4,,,2,62,0,0,129,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,202,202,9,193,,,193,0,0,9,3,3,3,TRUE
Ankole,Mbarara City,Biharwe Subcounty,Biharwe (Nyabuhama) HC III,hAdnePvF54E,,dX1J0BbeoO9,ceSZuER3bAS,Biharwe Subcounty,hAdnePvF54E,Mbarara City,Mbarara North Division,Biharwe (Nyabuhama) HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,151,,,4,54,21,10,2,26,1,16,3,11,,1,,,,2,,,151,,,,42,5,42,,,62,60,,,42,5,41,1,,,2,60,0,0,42,5,41,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,,151,,,151,1,1,0,0,0,0,TRUE
Bunyoro,Buliisa District,Biiso Subcounty,Biiso HC IV,EPMb6dGjqnz,,E8aT3BS1IRT,IQKTs6De3RJ,Biiso Subcounty,EPMb6dGjqnz,Buliisa District,Biiso Town Council,Biiso HC IV,Baylor_Hoima Region,81977,CDC,FY2024Q4,406,,,23,31,69,15,15,85,8,70,1,41,3,20,,15,,10,,30,371,,5,,178,16,70,122,2,20,12,,3,178,16,45,25,122,2,5,12,0,1,166,15,40,20,113,17,3,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,2,0,0,1,0,2,10,0,3,2,4,1,1,0,0,2,9,0,3,4,3,0,1,0,0,2,9,0,3,4,3,0,1,0,0,2,9,0,3,4,3,0,1,406,406,30,371,,5,387,5,5,24,22,22,22,FALSE
North Central,Luwero District,Luwero Town Council,Bishop Ascili Hospital,adofLhuj4HH,,UF1nBnTp9Dw,H9KroezvcEv,Luweero Town Council,adofLhuj4HH,Luwero District,Luweero Town Council,Bishop Ascili Hospital,WALTER REED_MUWRP,160699,DOD,FY2024Q4,99,,,,14,12,7,3,15,2,10,,12,1,10,1,5,,7,,13,86,,,,52,1,15,5,,26,20,,4,52,1,8,7,5,,2,20,0,4,47,1,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,4,0,0,2,0,0,2,0,0,0,3,0,2,2,0,0,1,0,0,0,2,0,2,2,0,0,1,99,99,13,86,,,86,0,0,9,8,8,7,TRUE
Bukedi,Tororo District,Western Division (Tororo MC),Bison HC III,aZep2aolzmX,,lj6d5FsDaV8,dqicVbMWwxN,Western Division,aZep2aolzmX,Tororo District,Western Division,Bison HC III,Baylor_Eastern Region,82001,USAID,FY2024Q4,790,,,19,70,69,43,18,118,10,143,9,93,9,95,5,47,7,35,,54,625,164,1,,37,157,293,2,105,203,111,,29,37,157,27,266,2,105,63,101,0,26,25,115,21,212,1,83,39,1,0,0,2,1,2,0,0,0,4,1,0,0,2,2,2,0,0,0,4,1,0,0,5,6,3,11,0,3,9,0,0,0,4,4,0,8,0,3,2,0,0,0,4,4,0,8,0,3,2,0,0,0,3,4,0,6,0,3,1,790,844,54,625,164,1,623,10,11,38,21,21,17,FALSE
Acholi,Omoro District,Bobi Subcounty,Bobi HC III,bah36yY0P6q,,f8Wt7oFQ49b,UdOM3stcPQx,Bobi Subcounty,bah36yY0P6q,Omoro District,Bobi Subcounty,Bobi HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,47,,,,4,2,3,,2,3,4,4,4,6,3,1,2,3,6,,,47,,,,,,38,,,9,6,,2,,,38,,,,1,6,0,2,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,,47,,,47,0,0,0,0,0,0,TRUE
North Central,Luwero District,Bombo Town Council,Bombo General Military Hospital,MH0SVcF6X2F,,OELkOLxvZxB,0,0,MH0SVcF6X2F,Luwero District,Bombo Town Council,Bombo General Military Hospital,URC_DOD_UPDF,160698,DOD,FY2024Q4,243,,,,3,7,2,4,39,8,53,5,39,4,38,1,23,3,14,,5,223,,14,,119,122,0,,,1,1,,,119,122,,,,,,1,0,0,102,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,243,242,5,223,,14,222,0,0,4,3,3,3,FALSE
North Central,Luwero District,Bombo Town Council,Bombo HC III,BQrPJsVTpud,,y2N4y0FP8Sn,PxmpQ7Jxdcm,Bombo Town Council,BQrPJsVTpud,Luwero District,Bombo Town Council,Bombo HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,155,,,5,55,9,40,1,13,1,14,3,6,,5,,2,,1,,5,151,,,,51,,2,,,103,95,,8,51,,2,,,,,95,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,155,156,5,151,,,151,0,0,4,2,4,3,FALSE
West Nile,Arua District,Arivu Subcounty,Bondo HC III,aLKBDY8KNaI,,dpyqa4WjsxQ,qsd6GWWvnRc,Arivu Subcounty,aLKBDY8KNaI,Arua District,Arivu Subcounty,Bondo HC III,IDI_West Nile Region,84981,CDC,FY2024Q4,217,,,4,25,26,18,27,30,20,24,6,11,4,7,2,7,1,5,,,194,,47,,,1,119,,,97,32,,2,,1,119,,,,63,32,0,1,0,10,107,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,241,,194,,47,226,0,0,0,0,0,0,TRUE
Lango,Lira City,Adekokwok Subcounty,Boroboro HC III,aHYpuUgnA4P,,PJ320u9ymE3,HNoXCfAuSqo,Adekokwok Subcounty,aHYpuUgnA4P,Lira City,Lira East Division,Boroboro HC III,UPMB_LSD,81995,USAID,FY2024Q4,159,,,9,5,31,1,4,25,1,22,3,21,2,9,6,5,1,14,,5,154,,,,74,12,45,1,6,21,3,,16,74,12,19,26,1,6,2,1,0,16,72,12,18,26,1,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159,159,5,154,,,154,2,0,5,1,1,1,TRUE
North Central,Luwero District,Makulubita Subcounty,Bowa HC III,aGisGCcp7Hz,,lfqRE2uFw5B,j0Rnrnl6ynB,Makulubita Subcounty,aGisGCcp7Hz,Luwero District,Makulubita Subcounty,Bowa HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,35,,,1,6,8,3,,3,1,4,1,5,,1,,,,2,,1,34,,,,21,,3,,,11,8,,2,21,,3,,,,1,8,0,2,20,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,1,34,,,34,0,0,0,0,0,0,TRUE
South Central,Kalangala District,Bubeke Subcounty,Bubeke HC III,ADhJXGIcCND,,SWajMebjDZf,xwpC8qk13Tq,Bubeke Subcounty,ADhJXGIcCND,Kalangala District,Bubeke Subcounty,Bubeke HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,999,,,56,78,128,27,79,137,59,139,42,85,17,83,6,21,8,34,,27,982,,,,103,,0,839,,57,6,,1,103,,,,839,,50,4,0,1,100,0,0,0,827,0,50,0,0,0,1,0,0,0,33,0,1,1,0,0,1,0,0,0,35,0,1,1,0,0,3,0,0,0,31,0,1,1,0,0,3,0,6,0,6,0,0,1,0,0,3,0,0,0,5,0,0,0,0,0,2,0,0,0,5,0,0,999,"1,009",27,982,,,982,35,38,36,16,9,7,TRUE
Busoga,Jinja City,Budondo Subcounty,Budondo HC IV,BTNeWyNJanq,,GLhSxuM0uWc,eSCnC1mz9p7,Budondo Subcounty,BTNeWyNJanq,Jinja City,Jinja North Division,Budondo HC IV,MJAP_East Central Region,82000,USAID,FY2024Q4,280,1,,4,13,21,30,22,41,20,40,14,17,9,10,5,5,10,18,,8,291,,,,5,1,173,67,2,49,43,,6,5,1,101,72,67,2,,43,0,6,4,1,99,72,64,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,280,299,8,291,,,290,2,2,4,3,4,4,FALSE
South Central,Kalangala District,Bufumira Subcounty,Bufumira HC III,mWaRCpc5hPU,,aEXj9xlIjiH,RLh4bWovhWz,Bufumira Subcounty,mWaRCpc5hPU,Kalangala District,Bufumira Subcounty,Bufumira HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,607,1,,14,49,40,16,50,37,45,54,18,54,22,63,13,40,23,68,,35,576,,,,13,,2,547,,44,37,,6,13,,2,,547,,1,35,0,5,11,0,2,0,526,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,1,0,0,0,26,0,0,1,0,1,1,0,18,0,18,0,0,1,0,1,1,0,0,0,18,0,0,1,0,1,1,0,0,0,18,0,0,607,611,35,576,,,580,15,15,29,39,21,21,FALSE
