Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Eastern Region,East Central,dBJMmXzJwYi,Mayuge District,Baitambogwe Subcounty,Baitambogwe Health Centre III,MJAP East Central,82000.0,USAID,RofuqgUlJlw,dBJMmXzJwYi,Mayuge District,Baitambogwe Subcounty,Baitambogwe Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,681,0.0,0.0,4.0,2.0,9.0,3.0,37.0,68.0,85.0,83.0,57.0,54.0,40.0,31.0,9.0,19.0,0.0,0.0,1.0,1.0,7.0,3.0,2.0,18.0,22.0,21.0,31.0,15.0,21.0,15.0,11.0,12.0,0,0,0,0,0,,,3,1,37,5,,,11,7,135,35,,,1,1,314,131,1952.0,0.3488729508,1,0,0,Baitambogwe,Mayuge,Bunya,37949.0,39087.47
Eastern Region,East Central,X0BZOCXmDkj,Kamuli District,Balawoli Subcounty,Balawoli Health Centre III,MJAP East Central,82000.0,USAID,eElSa7LCcDa,X0BZOCXmDkj,Kamuli District,Balawoli Town Council,Balawoli Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,624,0.0,2.0,1.0,10.0,6.0,3.0,16.0,20.0,52.0,47.0,65.0,51.0,43.0,36.0,30.0,26.0,0.0,0.0,4.0,2.0,9.0,8.0,1.0,4.0,17.0,22.0,35.0,31.0,28.0,27.0,22.0,6.0,0,0,0,0,0,,,2,3,28,14,,,17,12,161,81,,,0,0,200,106,624.0,1.0,1,0,0,Balawoli,Kamuli,Bugabula,54298.0,55926.94
Central Region,Central 2,aSMuKx05RO8,Nakasongola District,Kalongo Subcounty,Bamugolodde Health Centre III,WALTER REED-MUWRP,160699.0,DOD,nxbahGlsYs6,aSMuKx05RO8,Nakasongola District,Kalongo Subcounty,Bamugolodde Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,299,0.0,0.0,1.0,3.0,0.0,4.0,9.0,21.0,31.0,24.0,15.0,21.0,15.0,8.0,2.0,8.0,0.0,0.0,0.0,1.0,6.0,6.0,3.0,9.0,10.0,18.0,11.0,30.0,18.0,11.0,7.0,7.0,0,0,0,0,0,,,0,0,14,3,,,4,7,90,70,,,0,0,54,57,299.0,1.0,0,0,1,Kalongo,Nakasongola,Buruli,38944.0,40112.32
Central Region,Central 2,Y8UhpQhdeP2,Luwero District,Bamunanika Subcounty,Bamunanika Health Centre III,WALTER REED-MUWRP,160699.0,DOD,UJyO50KDa2H,Y8UhpQhdeP2,Luwero District,Bamunanika Subcounty,Bamunanika Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,612,0.0,0.0,0.0,5.0,10.0,7.0,23.0,57.0,64.0,72.0,47.0,50.0,26.0,23.0,8.0,12.0,0.0,0.0,2.0,4.0,14.0,6.0,1.0,9.0,22.0,33.0,24.0,36.0,18.0,18.0,9.0,12.0,0,0,0,0,0,,,0,4,39,9,,,15,16,182,95,,,0,0,168,84,894.0,0.6845637584,0,0,1,Bamunanika,Luwero,Bamunanika,57550.0,59276.5
Central Region,Central 2,ptIo7ouXsPw,Kayunga District,Bbaale Subcounty,Bbaale Health Centre IV,WALTER REED-MUWRP,160699.0,DOD,oWG1PMWA3N1,ptIo7ouXsPw,Kayunga District,Bbaale Subcounty,Bbaale Health Centre IV,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,1326,0.0,0.0,4.0,6.0,13.0,17.0,27.0,45.0,101.0,121.0,108.0,132.0,95.0,81.0,44.0,37.0,0.0,0.0,4.0,7.0,14.0,19.0,14.0,10.0,29.0,49.0,64.0,68.0,78.0,53.0,50.0,36.0,0,0,0,0,0,,,8,7,70,39,,,13,17,183,110,,,2,1,555,321,1326.0,1.0,0,0,1,Bbaale,Kayunga,Bbaale,34338.0,35368.14
Central Region,Central 1,alzSFDpdbba,Wakiso District,Wakiso Subcounty,Bbira Ngo HC II,UPMB,84980.0,CDC,QvUvmIIV03m,alzSFDpdbba,Wakiso District,Wakiso Subcounty,Bbira Ngo Health Centre II,UPMB,84980,CDC,DSD,FY2025Q1,270,0.0,0.0,0.0,1.0,0.0,8.0,50.0,64.0,42.0,15.0,10.0,5.0,7.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,8.0,14.0,12.0,1.0,0.0,1.0,3.0,0.0,0,0,0,0,0,,,0,0,41,9,,,1,1,84,21,,,1,1,83,30,879.0,0.3071672355,0,1,0,Wakiso,Wakiso,Busiro,353560.0,364166.8
Eastern Region,Mid Eastern,asYho1oZJbG,Bududa District,Bulucheke Subcounty,Beatrice Tierney Health Centre II,UPMB LSD,81995.0,USAID,yNhuRvMeTsb,asYho1oZJbG,Bududa District,Bulucheke Subcounty,Beatrice Tierney Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,90,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,10.0,9.0,5.0,5.0,20.0,,,,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,11.0,,,,0,0,0,0,0,,,1,1,4,0,,,1,1,20,13,,,1,0,33,14,244.0,0.368852459,1,0,0,Bulucheke,Bududa,Manjiya,15109.0,15562.27
Central Region,Kampala,QUd8daomu0P,Kampala District,Nakawa Division,Benedict Health Centre,UEC,81974.0,CDC,kETvF1uMqKl,QUd8daomu0P,Kampala District,Nakawa Division,Benedict Health Centre,UEC,81974,CDC,DSD,FY2025Q1,265,0.0,0.0,0.0,0.0,0.0,2.0,5.0,28.0,27.0,38.0,19.0,16.0,15.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,13.0,18.0,20.0,15.0,7.0,5.0,2.0,0,0,0,0,0,,,0,0,19,15,,,0,0,83,43,,,0,0,68,37,26929.0,0.009840692191,0,1,0,Nakawa Division,Kampala,KCCA,634046.0,653067.38
Central Region,Central 2,YTCehe1KMvF,Nakaseke District,Kasangombe Subcounty,Bidabuja Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,jP3ifKWdlvM,YTCehe1KMvF,Nakaseke District,Kasangombe Subcounty,Bidabuja Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,372,0.0,0.0,3.0,4.0,2.0,6.0,16.0,23.0,44.0,36.0,35.0,19.0,21.0,21.0,8.0,8.0,0.0,0.0,0.0,7.0,8.0,4.0,5.0,6.0,7.0,8.0,21.0,24.0,12.0,10.0,6.0,8.0,0,0,0,0,0,,,4,0,18,8,,,5,15,149,68,,,0,0,70,35,372.0,1.0,0,1,0,Kasangombe,Nakaseke,Nakaseke,43514.0,44819.42
Central Region,Central 1,HW6fE9RYBjI,Bukomansimbi District,Bigasa Subcounty,Bigasa Health Centre III,IDI Masaka Wakiso Region,87029.0,CDC,GIpNnMFZyLL,HW6fE9RYBjI,Bukomansimbi District,Bigasa Subcounty,Bigasa Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,863,0.0,0.0,1.0,6.0,21.0,9.0,34.0,58.0,104.0,90.0,69.0,52.0,36.0,33.0,20.0,18.0,0.0,0.0,3.0,10.0,10.0,8.0,3.0,12.0,30.0,51.0,59.0,40.0,34.0,18.0,18.0,16.0,0,0,0,0,0,,,2,2,36,13,,,25,21,339,179,,,1,0,148,97,863.0,1.0,0,1,0,Bigasa,Bukomansimbi,Bukomansimbi,84016.0,86536.48
Western Region,South Western,oZVIABxg51n,Rubanda District,Nyamweru Subcounty,Bigungiro Health Centre II,JCRC Kigezi Lango,81997.0,USAID,pJCDfejF4LT,oZVIABxg51n,Rubanda District,Nyamweru Subcounty,Bigungiro Health Centre II,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,1,0,,,0,0,1,1,,,0,0,0,0,101.0,0.0297029703,1,0,0,Nyamweru,Rubanda,Rubanda,17360.0,17880.8
Northern Region,Mid Northern,Fi6rNyCYxsL,Buhweju District,Bihanga Subcounty,Bihanga Health Centre III,TASO Ankole Acholi,81998.0,USAID,qAK7mAWRAd7,Fi6rNyCYxsL,Buhweju District,Bihanga Subcounty,Bihanga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,534,0.0,0.0,3.0,5.0,2.0,4.0,42.0,52.0,58.0,47.0,37.0,14.0,11.0,10.0,5.0,2.0,0.0,0.0,1.0,4.0,7.0,5.0,14.0,29.0,49.0,43.0,37.0,19.0,13.0,8.0,7.0,6.0,0,0,0,0,0,,,3,1,15,6,,,4,5,98,54,,,3,6,169,170,534.0,1.0,1,0,0,Bihanga,Buhweju,Buhweju,13347.0,13747.41
Eastern Region,Mid Eastern,aVlOVOmBP2K,Kween District,Binyiny Town Council,Binyiny Health Centre III,Baylor Eastern Region,82001.0,USAID,afcSoNRlPKb,aVlOVOmBP2K,Kween District,Binyiny Town Council,Binyiny Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,106,0.0,1.0,2.0,1.0,1.0,0.0,12.0,12.0,12.0,6.0,9.0,7.0,6.0,4.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,6.0,3.0,1.0,2.0,0,0,0,0,0,,,1,2,5,1,,,2,2,18,7,,,2,1,50,15,106.0,1.0,1,0,0,Binyiny Town Council,Kween,Kween,3288.0,3386.64
Western Region,Mid Western,p5uDISee6z5,Kakumiro District,Birembo Subcounty,Birembo Health Centre III,Baylor Hoima Region,81977.0,CDC,vtpXEalVk1p,p5uDISee6z5,Kakumiro District,Birembo Subcounty,Birembo Health Centre III,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,45,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,3.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0,0,0,0,0,,,1,0,0,0,,,0,0,34,6,,,0,0,1,3,45.0,1.0,0,1,0,Birembo,Kakumiro,Bugangaizi,27454.0,28277.62
Northern Region,Mid Northern,iChSz9sMebA,Ibanda District,Bisheshe Division,Bisheshe Health Centre III,TASO Ankole Acholi,81998.0,USAID,Mo735OdkydK,iChSz9sMebA,Ibanda District,Bisheshe Division,Bisheshe Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,855,0.0,0.0,2.0,3.0,11.0,7.0,35.0,83.0,98.0,83.0,74.0,62.0,39.0,26.0,14.0,16.0,0.0,0.0,4.0,6.0,7.0,6.0,6.0,17.0,52.0,43.0,32.0,41.0,35.0,29.0,14.0,10.0,0,0,0,0,0,,,1,3,61,23,,,16,14,297,132,,,0,0,178,130,855.0,1.0,1,0,0,Bisheshe Division,Ibanda,Ibanda Municipality,31539.0,32485.170000000002
Eastern Region,Mid Eastern,aZep2aolzmX,Tororo District,Western Division,Bison Health Centre III,Baylor Eastern Region,82001.0,USAID,lj6d5FsDaV8,aZep2aolzmX,Tororo District,Western Division,Bison Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,364,0.0,0.0,3.0,3.0,4.0,7.0,11.0,43.0,55.0,44.0,30.0,23.0,18.0,11.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,13.0,20.0,22.0,15.0,12.0,8.0,4.0,1.0,0,0,0,0,0,,,7,2,77,32,,,3,1,90,39,,,0,0,82,31,406.0,0.8965517241,1,0,0,Western Division,Tororo,Tororo Municipality,22942.0,23630.260000000002
Western Region,Mid Western,fmOyV8pzi6m,Kamwenge District,Nkoma Subcounty,Bisozi Health Centre IV,Baylor Fort Portal Mubende Region,87039.0,CDC,RdITZ08bUKY,fmOyV8pzi6m,Kamwenge District,Nkoma Subcounty,Bisozi Health Centre IV,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,273,0.0,0.0,6.0,1.0,1.0,6.0,25.0,24.0,26.0,24.0,19.0,13.0,10.0,8.0,5.0,8.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,9.0,17.0,19.0,10.0,10.0,13.0,5.0,1.0,6.0,0,0,0,0,0,,,0,0,55,12,,,8,5,113,80,,,0,0,0,0,273.0,1.0,0,1,0,Nkoma,Kamwenge,Kibale,31954.0,32912.62
Northern Region,Mid Northern,aumCjLAHfAL,Mitooma District,Bitereko Subcounty,Bitereko Health Centre III,TASO Ankole Acholi,81998.0,USAID,D8RrHMB6z90,aumCjLAHfAL,Mitooma District,Bitereko Subcounty,Bitereko Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,442,0.0,0.0,0.0,3.0,3.0,10.0,36.0,47.0,49.0,36.0,35.0,29.0,17.0,9.0,10.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,15.0,17.0,26.0,25.0,21.0,14.0,15.0,4.0,7.0,0,0,0,0,0,,,0,0,5,1,,,6,4,67,18,,,0,1,211,129,442.0,1.0,1,0,0,Bitereko,Mitooma,Ruhinda,27876.0,28712.280000000002
Eastern Region,East Central,y6p5eLimu2C,Namayingo District,Lolwe Subcounty,Biwihi Health Centre II,UPMB LSD,81995.0,USAID,TU71So7inTf,y6p5eLimu2C,Namayingo District,Lolwe Subcounty,Biwihi Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,696,0.0,0.0,1.0,2.0,7.0,3.0,32.0,56.0,88.0,59.0,55.0,43.0,28.0,8.0,8.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,20.0,35.0,40.0,62.0,56.0,45.0,16.0,9.0,4.0,0,0,0,0,0,,,2,0,3,0,,,8,5,257,212,,,0,0,124,85,1830.0,0.3803278689,1,0,0,Lolwe,Namayingo,Bukooli,12190.0,12555.7
Central Region,Central 2,MH0SVcF6X2F,Luwero District,Bombo Town Council,Bombo General Military Hospital,URC DOD/UPDF,160698.0,DOD,OELkOLxvZxB,MH0SVcF6X2F,Luwero District,Bombo Town Council,Bombo General Military Hospital,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,4370,0.0,0.0,10.0,14.0,33.0,42.0,91.0,197.0,271.0,356.0,330.0,288.0,218.0,105.0,79.0,51.0,0.0,0.0,4.0,15.0,15.0,26.0,25.0,52.0,96.0,263.0,478.0,526.0,390.0,224.0,99.0,72.0,0,0,0,0,0,,,9,9,146,113,,,43,23,1214,962,,,4,2,669,1176,6010.0,0.7271214642,0,0,1,Bombo Town Council,Luwero,Katikamu,51664.0,53213.92
Central Region,Central 2,BQrPJsVTpud,Luwero District,Bombo Town Council,Bombo Health Centre III,WALTER REED-MUWRP,160699.0,DOD,y2N4y0FP8Sn,BQrPJsVTpud,Luwero District,Bombo Town Council,Bombo Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,495,0.0,0.0,0.0,6.0,1.0,6.0,28.0,70.0,98.0,60.0,47.0,27.0,6.0,11.0,8.0,6.0,0.0,1.0,4.0,6.0,3.0,2.0,2.0,12.0,15.0,22.0,17.0,17.0,9.0,5.0,3.0,3.0,0,0,0,0,0,,,3,6,90,22,,,4,8,149,44,,,0,0,128,41,6010.0,0.08236272879,0,0,1,Bombo Town Council,Luwero,Katikamu,51664.0,53213.92
Central Region,Central 2,aGisGCcp7Hz,Luwero District,Makulubita Subcounty,Bowa Health Centre III,WALTER REED-MUWRP,160699.0,DOD,lfqRE2uFw5B,aGisGCcp7Hz,Luwero District,Makulubita Subcounty,Bowa Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,245,0.0,0.0,0.0,2.0,4.0,4.0,9.0,14.0,33.0,21.0,23.0,20.0,14.0,6.0,7.0,10.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,8.0,6.0,8.0,11.0,15.0,11.0,0.0,3.0,4.0,0,0,0,0,0,,,2,3,11,10,,,3,5,46,22,,,1,0,104,38,911.0,0.268935236,0,0,1,Makulubita,Luwero,Katikamu,65794.0,67767.82
Northern Region,Mid Northern,uwXTH0M0m4p,Mbarara District,Bubaare Subcounty,Bubaare Health Centre III,TASO Ankole Acholi,81998.0,USAID,Om34sZbCscG,uwXTH0M0m4p,Mbarara District,Bubaare Subcounty,Bubaare Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,468,0.0,0.0,3.0,4.0,4.0,4.0,18.0,36.0,67.0,56.0,35.0,21.0,21.0,15.0,7.0,8.0,0.0,2.0,1.0,2.0,4.0,1.0,6.0,16.0,13.0,27.0,35.0,19.0,14.0,15.0,8.0,6.0,0,0,0,0,0,,,8,4,78,44,,,3,5,150,80,,,0,0,60,36,468.0,1.0,1,0,0,Bubaare,Mbarara,Kashari,22458.0,23131.74
Eastern Region,Mid Eastern,acQwn1AZXQn,Butaleja District,Busolwe Subcounty,Bubalya Health Centre III,Baylor Eastern Region,82001.0,USAID,NGNo5EFZ8Tr,acQwn1AZXQn,Butaleja District,Busolwe Subcounty,Bubalya Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,114,0.0,0.0,1.0,1.0,1.0,2.0,4.0,12.0,16.0,11.0,12.0,5.0,7.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,5.0,2.0,1.0,2.0,0,0,0,0,0,,,3,2,32,12,,,0,0,0,1,,,0,0,45,19,114.0,1.0,1,0,0,Busolwe,Butaleja,Bunyole,14848.0,15293.44
Western Region,South Western,w9SnOvetHUQ,Mitooma District,Kashenshero Town Council,Bubangizi Health Centre III,UPMB LSD,81995.0,USAID,k5G3mCbV5XC,w9SnOvetHUQ,Mitooma District,Kashenshero Town Council,Bubangizi Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,172,0.0,0.0,2.0,0.0,0.0,1.0,9.0,23.0,32.0,17.0,17.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,15.0,6.0,15.0,7.0,4.0,2.0,0.0,0.0,0,0,0,0,0,,,0,0,10,11,,,3,2,21,9,,,0,0,82,34,1335.0,0.1288389513,1,0,0,Kashenshero Town Council,Mitooma,Ruhinda,5756.0,5928.68
Western Region,Mid Western,iVv6I4Hy4e2,Kibaale District,Bubango Subcounty,Bubango Health Centre II,Baylor Hoima Region,81977.0,CDC,IBQiL7fuUqm,iVv6I4Hy4e2,Kibaale District,Bubango Subcounty,Bubango Health Centre II,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,61,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,6.0,5.0,4.0,4.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0,0,,,1,0,8,1,,,0,0,35,16,,,0,0,0,0,61.0,1.0,0,1,0,Bubango,Kibaale,Buyanja,18153.0,18697.59
Western Region,South Western,Lz5IMmqsLcZ,Rubanda District,Bubaare Subcounty,Bubare Health Centre III,JCRC Kigezi Lango,81997.0,USAID,dhDmxYnvKEi,Lz5IMmqsLcZ,Rubanda District,Bubaare Town Council,Bubare Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,360,0.0,0.0,1.0,1.0,1.0,6.0,13.0,27.0,33.0,38.0,26.0,23.0,16.0,13.0,13.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,11.0,20.0,23.0,20.0,21.0,15.0,12.0,7.0,6.0,0,0,0,0,0,,,0,0,0,0,,,3,6,32,12,,,0,1,181,125,395.0,0.9113924051,1,0,0,Bubaare,Rubanda,Rubanda,33820.0,34834.6
Central Region,Central 1,ADhJXGIcCND,Kalangala District,Bubeke Subcounty,Bubeke Health Centre III,IDI Masaka Wakiso Region,87029.0,CDC,SWajMebjDZf,ADhJXGIcCND,Kalangala District,Bubeke Subcounty,Bubeke Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,559,0.0,1.0,2.0,1.0,3.0,2.0,12.0,35.0,54.0,49.0,59.0,33.0,17.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,13.0,25.0,52.0,74.0,55.0,28.0,17.0,5.0,2.0,0,0,0,0,0,,,2,1,10,7,,,5,3,213,232,,,0,0,46,40,568.0,0.9841549296,0,1,0,Bubeke,Kalangala,Kyamuswa,10266.0,10573.98
Western Region,Mid Western,tv8qMylVqWx,Bundibugyo District,Bubukwanga Subcounty,Bubukwanga Health Centre III,Baylor Fort Portal Mubende Region,87039.0,CDC,VKtIJOeeLMP,tv8qMylVqWx,Bundibugyo District,Bubukwanga Subcounty,Bubukwanga Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,359,0.0,0.0,1.0,5.0,9.0,7.0,13.0,42.0,44.0,36.0,44.0,19.0,15.0,4.0,7.0,6.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,11.0,13.0,24.0,20.0,13.0,5.0,7.0,2.0,3.0,0,0,0,0,0,,,3,1,29,12,,,12,4,89,25,,,0,0,119,65,359.0,1.0,0,1,0,Bubukwanga,Bundibugyo,Bwamba,11340.0,11680.2
Eastern Region,Mid Eastern,oIYkOMu6tdP,Manafwa District,Manafwa Town Council,Bubulo Health Centre IV,Baylor Eastern Region,82001.0,USAID,YaXTD0ib6bG,oIYkOMu6tdP,Manafwa District,Manafwa Town Council,Bubulo Health Centre IV,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,546,0.0,0.0,4.0,7.0,11.0,8.0,15.0,35.0,47.0,48.0,48.0,43.0,51.0,24.0,31.0,19.0,0.0,0.0,2.0,5.0,12.0,3.0,3.0,6.0,7.0,20.0,22.0,18.0,18.0,16.0,14.0,9.0,0,0,0,0,0,,,10,7,58,31,,,6,5,70,18,,,6,7,241,87,546.0,1.0,1,0,0,Manafwa Town Council,Manafwa,Bubulo,13645.0,14054.35
Eastern Region,Mid Eastern,t2Y0yh8qFhU,Bududa District,Bushika Subcounty,Bubungi Health Centre III,Baylor Eastern Region,82001.0,USAID,lDovQEdS8Pp,t2Y0yh8qFhU,Bududa District,Bushika Subcounty,Bubungi Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0,0,,,0,0,3,2,,,0,0,2,2,,,0,0,8,7,24.0,1.0,1,0,0,Bushika,Bududa,Manjiya,30926.0,31853.780000000002
Eastern Region,Mid Eastern,aCZRqIkW8s5,Namisindwa District,Bubutu Subcounty,Bubutu Health Centre III,Baylor Eastern Region,82001.0,USAID,O7PFnIwDqZV,aCZRqIkW8s5,Namisindwa District,Bubutu Subcounty,Bubutu Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,144,0.0,0.0,0.0,1.0,4.0,2.0,0.0,8.0,16.0,23.0,17.0,14.0,4.0,13.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,6.0,5.0,2.0,4.0,2.0,0,0,0,0,0,,,4,2,12,3,,,1,0,56,18,,,0,0,41,7,144.0,1.0,1,0,0,Bubutu,Namisindwa,Namisindwa,23224.0,23920.72
Western Region,South Western,aP7HPJbm5x2,Rukiga District,Kashambya Subcounty,Bucundura Health Centre II,JCRC Kigezi Lango,81997.0,USAID,Lt2stHYZjS9,aP7HPJbm5x2,Rukiga District,Kashambya Subcounty,Bucundura Health Centre II,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,12,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,0,0,,,0,0,8,4,,,0,0,0,0,555.0,0.02162162162,1,0,0,Kashambya,Rukiga,Rukiga,26058.0,26839.74
Eastern Region,Mid Eastern,pTrRXtAg5IR,Sironko District,Budadiri Town Council,Budadiri Health Centre IV,Baylor Eastern Region,82001.0,USAID,kq0PmhSXlIM,pTrRXtAg5IR,Sironko District,Budadiri Town Council,Budadiri Health Centre IV,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,1403,0.0,0.0,4.0,10.0,19.0,29.0,48.0,79.0,119.0,120.0,131.0,114.0,123.0,74.0,48.0,41.0,0.0,1.0,8.0,13.0,14.0,16.0,11.0,15.0,27.0,42.0,57.0,63.0,59.0,65.0,33.0,20.0,0,0,0,0,0,,,1,12,78,33,,,27,20,269,100,,,5,4,579,275,1403.0,1.0,1,0,0,Budadiri Town Council,Sironko,Budadiri,17001.0,17511.03
