KP Tracker ID,Region,Tracker District,KP Tracker Subcounty,KP Tracker Service outlet,KP Tracker Mechanism name,DATIM,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name (DAPTS List),COP  Mechanism ID,Agency,Period,Comment,IP Response to column P,PREP _NEW Overall Total,PREP_NEW  Total Female,PREP_NEW  Total Male,"(15 - 19) Years, Female","(15 - 19) Years, Male","20-24 Years, Female","20-24 Years, Male","Female, 25 - 29 years","Male, 25 - 29 years","Female, 30-34 years","Male, 30-34 years","Female, 35-39 years","Male, 35-39 years","Female, 40 - 44 years","Male, 40 - 44 years","Female, 45 - 49 years","Male, 45 - 49 years","50+ Years, Female","50+ Years, Male",Total KP received PReP_NEW,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Oral,Injectable,Other including Ring,Ring,Event driven prep,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees) ",Fishing communities ,"Military and other uniformed services (including police, border guards, and security workers),Female ","Mobile Populations (e.g., migrant workers, truck drivers) ",Non-injecting drug users,Discordant Couples,Others
Tooro,Kasese District,Nyamwamba Division,XI4OsjZYmtZ,Kasese Municipal Council HC III,CoP23 - Baylor_FortPortal_Mubende Region,vNIrXDwcGwk,XI4OsjZYmtZ,Kasese District,Nyamwamba Division,Kasese Municipal Council HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,327,261,66,33,1,116,18,48,15,27,11,13,6,5,7,1,6,18,2,223,0,0,223,0,0,0,0,14,307,325,0,0,0,0,38,47,0,0,1,0,0,2,1
North Central,Kassanda District,Kassanda Town Council,vSPwh0RCueD,Kassanda HC IV,CoP23 - Baylor_FortPortal_Mubende Region,bIrnEvmdSgq,vSPwh0RCueD,Kassanda District,Kassanda Town Council,Kassanda HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,152,91,61,1,0,49,9,30,34,8,12,1,2,2,2,0,1,0,1,76,0,0,76,0,0,0,0,3,149,152,0,0,0,0,16,59,0,0,0,0,0,0,0
Tooro,Fort Portal City,Central Division,aO5NU9dvqqT,Kasusu HC III,CoP23 - Baylor_FortPortal_Mubende Region,arf64pbd3P2,aO5NU9dvqqT,Fort Portal City,Fort Portal Central Division,Kasusu HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,14,6,8,0,1,1,2,1,3,4,0,0,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,14,13,0,0,0,0,0,3,0,0,1,0,0,0,2
Tooro,Kabarole District,Busoro Subcounty,aQTBvjHZAw9,Kaswa HC III,CoP23 - Baylor_FortPortal_Mubende Region,IXPaSjQ7y4T,aQTBvjHZAw9,Kabarole District,Busoro Subcounty,Kaswa HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,21,10,11,1,0,5,2,2,1,1,5,1,2,0,0,0,1,0,0,20,11,0,9,0,0,0,0,0,21,21,0,0,0,0,1,0,0,0,0,0,0,0,0
Tooro,Fort Portal City,Central Division,aVcdIF2qcWc,Kataraka HC IV,CoP23 - Baylor_FortPortal_Mubende Region,tx8QuWlDt9O,aVcdIF2qcWc,Fort Portal City,Fort Portal Central Division,Kataraka HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,129,68,61,2,5,28,11,22,19,7,14,7,8,2,3,0,0,0,1,99,23,0,72,4,0,0,0,0,128,129,0,0,0,0,0,30,0,0,0,0,0,0,0
Tooro,Kyenjojo District,Katooke Town Council,ounetWmXUdw,Katooke HC III,CoP23 - Baylor_FortPortal_Mubende Region,DfKqGD39T5k,ounetWmXUdw,Kyenjojo District,Katooke Town Council,Katooke HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,98,69,29,15,5,28,4,22,12,1,7,3,1,0,0,0,0,0,0,54,0,0,53,0,1,0,0,2,96,98,0,0,0,0,0,16,0,0,17,2,0,3,1
Tooro,Kasese District,Lake Katwe Subcounty,ai5Sfj3nu9K,Katunguru HC II,CoP23 - Baylor_FortPortal_Mubende Region,thP0yZEqAeC,ai5Sfj3nu9K,Kasese District,Lakekatwe Subcounty,Katunguru HC II,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,106,59,47,7,6,14,12,25,9,4,9,1,5,7,3,1,2,0,1,57,0,0,57,0,0,0,0,0,106,99,0,0,0,0,0,0,0,49,0,0,0,0,0
North Central,Kiboga District,Dwaniro Subcounty,FHtJEqFHwS4,Katwe (Dwaniro) HC III,CoP23 - Baylor_FortPortal_Mubende Region,QQQgjv2KpoV,FHtJEqFHwS4,Kiboga District,Ddwaniro Subcounty,Katwe (Dwaniro) HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,35,25,10,5,2,9,3,8,3,3,0,0,1,0,1,0,0,0,0,23,0,0,23,0,0,0,0,28,7,33,0,0,0,0,3,9,0,0,0,0,0,0,0
Tooro,Kasese District,Kabatoro Town Council,n5XFXJQhdtb,Katwe (Kabatoro) HC III,CoP23 - Baylor_FortPortal_Mubende Region,VZqrgIydRst,n5XFXJQhdtb,Kasese District,Katwe Kabatoro Town Council,Katwe (Kabatoro) HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,73,13,60,2,1,3,11,1,12,1,11,3,4,1,8,1,6,1,7,13,0,0,13,0,0,0,0,0,73,73,0,0,0,0,0,0,0,60,0,0,0,0,0
Tooro,Kasese District,Nyakiyumbu Subcounty,Kn6t9pxwTTv,Kayanzi HC II,CoP23 - Baylor_FortPortal_Mubende Region,BNCIiZefXAU,Kn6t9pxwTTv,Kasese District,Nyakiyumbi Subcounty,Kayanzi HC II,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,54,15,39,1,1,6,8,6,21,1,4,0,4,0,0,1,1,0,0,15,0,0,15,0,0,0,0,0,54,52,0,0,0,0,0,0,0,39,0,0,0,0,0
Tooro,Kyegegwa District,Rwentuha Subcounty,ck9FaUIhQAl,Kazinga HC III,CoP23 - Baylor_FortPortal_Mubende Region,yebPXaASOSd,ck9FaUIhQAl,Kyegegwa District,Kazinga Town Council,Kazinga HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,31,31,0,5,0,16,0,7,0,2,0,0,0,1,0,0,0,0,0,31,0,0,31,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
North Central,Mubende District,Kibalinga Subcounty,M5caUvrHw5q,Kibalinga HC III,CoP23 - Baylor_FortPortal_Mubende Region,GxmexDHEOEs,M5caUvrHw5q,Mubende District,Kibalinga Subcounty,Kibalinga HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,72,32,40,12,5,10,16,7,15,3,3,0,0,0,0,0,1,0,0,10,0,0,10,0,0,0,0,10,62,71,0,0,0,0,14,9,0,0,0,0,0,11,2
Tooro,Bunyangabu District,Kibiito Town Council,egswmCc8ssL,Kibiito HC IV,CoP23 - Baylor_FortPortal_Mubende Region,FutAKhAwVp1,egswmCc8ssL,Bunyangabu District,Kibiito Town Council,Kibiito HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,99,56,43,19,4,12,17,17,10,3,8,3,3,2,1,0,0,0,0,28,0,0,28,0,0,0,0,5,93,99,0,0,0,0,26,22,0,0,0,1,0,4,1
North Central,Kiboga District,Kiboga Town Council,acJji9Ruj5T,Kiboga Hospital,CoP23 - Baylor_FortPortal_Mubende Region,iyyiFSKhaMV,acJji9Ruj5T,Kiboga District,Kiboga Town Council,Kiboga Hospital,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,96,74,22,22,0,32,8,12,6,7,3,1,3,0,0,0,1,0,1,51,0,0,51,0,0,0,0,24,72,95,0,0,0,0,12,21,0,0,0,0,0,8,0
Tooro,Kitagwenda District,Kabujogera Town Council,PjSakZGVHq5,Kicheche HC III,CoP23 - Baylor_FortPortal_Mubende Region,MmPH1GyR7LR,PjSakZGVHq5,Kitagwenda District,Kabujogera Town Council,Kicheche HC III,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,66,43,23,28,10,11,8,2,2,1,2,1,1,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,67,67,0,0,0,0,0,22,0,0,0,0,0,0,0
Tooro,Kabarole District,Kicwamba Subcounty,GlGBqdv4DH9,Kicwamba HC III,CoP23 - Baylor_FortPortal_Mubende Region,RSKrjF1q2Fe,GlGBqdv4DH9,Kabarole District,Kichwamba Subcounty,Kicwamba HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,52,48,4,0,0,1,1,3,2,2,0,23,1,13,0,6,0,0,0,52,4,0,48,0,0,0,0,0,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0
North Central,Kassanda District,Kiganda Subcounty,dK6URDbvHgL,Kiganda HC IV,CoP23 - Baylor_FortPortal_Mubende Region,nYuvRdTeYoc,dK6URDbvHgL,Kassanda District,Kiganda Town Council,Kiganda HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,93,54,39,9,1,19,12,13,9,6,9,4,2,2,4,1,0,0,2,47,0,0,47,0,0,0,0,21,71,91,0,0,0,0,1,32,0,0,0,3,0,4,2
Tooro,Kyenjojo District,Kigarale Subcounty,YNwbgYdigm5,Kigaraale HC III,CoP23 - Baylor_FortPortal_Mubende Region,Fl4FnIr9cDl,YNwbgYdigm5,Kyenjojo District,Kigaraale Subcounty,Kigaraale HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,31,26,5,1,0,11,1,11,1,2,1,1,1,0,0,0,0,0,1,25,0,0,25,0,0,0,0,0,31,31,0,0,0,0,0,2,0,0,3,0,0,1,0
Tooro,Kabarole District,Kijura Town Council,VhofFpidxI7,Kijura HC III,CoP23 - Baylor_FortPortal_Mubende Region,YFLQMQlPT2U,VhofFpidxI7,Kabarole District,Hakibaale Town Council,Kijura HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,149,98,51,3,2,13,12,35,17,28,16,13,2,5,2,0,0,1,0,125,29,0,96,0,0,0,0,0,149,148,0,0,0,0,0,23,0,0,0,0,0,1,0
North Central,Mityana District,Kikandwa Subcounty,aVPydv9zaor,Kikandwa HC III,CoP23 - Baylor_FortPortal_Mubende Region,JrYiHOCU4Id,aVPydv9zaor,Mityana District,Kikandwa Subcounty,Kikandwa HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,17,11,6,4,0,6,3,1,0,0,1,0,0,0,0,0,0,0,2,10,0,0,10,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,3,0,4,0
North Central,Kyankwanzi District,Wattuba Subcounty,KcfKx2brSuv,Kikolimbo HC II,CoP23 - Baylor_FortPortal_Mubende Region,lZw9rZNvMTD,KcfKx2brSuv,Kyankwanzi District,Wattuba Subcounty,Kikolimbo HC II,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,43,33,10,6,0,10,4,6,2,6,2,4,0,0,1,1,1,0,0,36,0,0,36,0,0,0,0,2,41,36,0,0,0,0,0,3,0,0,0,0,0,2,1
North Central,Kyankwanzi District,Nsambya Subcounty,N05ZDulF2ME,Kikonda HC III,CoP23 - Baylor_FortPortal_Mubende Region,VUWNc7Z2rNs,N05ZDulF2ME,Kyankwanzi District,Nsambya Subcounty,Kikonda HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,51,39,12,22,3,13,5,3,2,1,1,0,0,0,0,0,1,0,0,39,0,0,39,0,0,0,0,3,48,51,0,0,0,0,0,12,0,0,0,0,0,0,0
North Central,Nakaseke District,Kinyogoga Subcounty,q68Rl47iAKF,Kinyogoga HC III,CoP23 - Baylor_FortPortal_Mubende Region,bIJT49m9pkm,q68Rl47iAKF,Nakaseke District,Kinyogoga Subcounty,Kinyogoga HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,29,12,17,0,0,3,1,3,3,4,4,2,4,0,2,0,2,0,1,13,0,0,13,0,0,0,0,29,0,29,0,0,0,0,0,11,0,0,0,5,0,0,0
Tooro,Kyenjojo District,Kisojo Town Council,Xvlhtzq0LcX,Kisojo HC III,CoP23 - Baylor_FortPortal_Mubende Region,srE9jdLINhg,Xvlhtzq0LcX,Kyenjojo District,Kisojo Town Council,Kisojo HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,97,67,30,0,0,16,4,26,9,10,9,13,5,1,3,1,0,0,0,53,0,0,53,0,0,0,0,5,92,97,0,0,0,0,11,28,0,0,0,0,0,5,0
Tooro,Bunyangabu District,Kisomoro Subcounty,efN24flmJeb,Kisomoro HC III,CoP23 - Baylor_FortPortal_Mubende Region,DAjtqM8MmeM,efN24flmJeb,Bunyangabu District,Nyakigumba Town Council,Kisomoro HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,99,45,54,3,3,20,6,13,16,7,9,1,12,1,4,0,3,0,1,6,0,0,6,0,0,1,1,5,94,99,0,0,0,0,6,5,0,0,0,55,0,4,0
North Central,Mubende District,Kyenda Town Council,QBPWzy66HiY,Kitenga HC III,CoP23 - Baylor_FortPortal_Mubende Region,aBVbc993LYh,QBPWzy66HiY,Mubende District,Kyenda Town Council,Kitenga HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,232,86,146,24,15,26,41,20,30,7,28,4,11,4,12,1,7,0,2,81,0,0,80,1,0,0,0,13,219,230,0,0,0,0,6,88,0,0,0,0,9,1,1
North Central,Mityana District,Butayunja Subcounty,fT2e8nED9PT,Kitongo HC III,CoP23 - Baylor_FortPortal_Mubende Region,TIS39ChFGYf,fT2e8nED9PT,Mityana District,Butayunja Subcounty,Kitongo HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,11,6,5,1,0,2,0,0,3,0,0,2,0,0,2,0,0,1,0,6,0,0,6,0,0,0,0,11,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0
Tooro,Kasese District,Kitswamba Subcounty,OOJMUm6aMR4,Kitswamba HC III,CoP23 - Baylor_FortPortal_Mubende Region,E3zfsLfczv6,OOJMUm6aMR4,Kasese District,Kitswamba Town Council,Kitswamba HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,268,253,15,70,0,120,2,54,11,6,2,1,0,1,0,0,0,1,0,257,0,0,257,0,0,0,0,2,268,270,0,0,0,0,0,14,0,0,0,0,0,0,0
Tooro,Bunyangabu District,Kiyombya Subcounty,a0Tgsf83fGB,Kiyombya HC III,CoP23 - Baylor_FortPortal_Mubende Region,G7n2M7Hqw4S,a0Tgsf83fGB,Bunyangabu District,Kiyombya Subcounty,Kiyombya HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,41,28,13,1,0,2,1,7,0,7,2,3,4,6,4,2,2,0,0,27,0,0,27,0,0,0,0,0,40,41,0,0,0,0,0,3,0,0,0,0,0,8,0
North Central,Mubende District,Kiyuni Subcounty,BuBhkTtnfuE,Kiyuni (Mubende) HC III,CoP23 - Baylor_FortPortal_Mubende Region,EjwPP0uzlnE,BuBhkTtnfuE,Mubende District,Kiyuni Subcounty,Kiyuni (Mubende) HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,105,96,9,24,0,59,1,11,5,1,0,0,2,1,0,0,0,0,1,92,0,0,92,0,0,0,0,5,100,105,0,0,0,0,3,9,0,0,0,0,0,1,0
North Central,Kyankwanzi District,Gayaza Subcounty,GjiT4Fcwj6P,Kiyuni HC III,CoP23 - Baylor_FortPortal_Mubende Region,S2iLW4AFo0v,GjiT4Fcwj6P,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,68,39,29,21,10,17,10,0,5,0,3,1,1,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,68,68,0,0,0,0,2,27,0,0,0,0,0,0,0
North Central,Mityana District,Kalangaalo Subcounty,KLRFW0OxcyN,Kyamusisi HC III,CoP23 - Baylor_FortPortal_Mubende Region,jGYhXCGM9Cl,KLRFW0OxcyN,Mityana District,Kalangaalo Subcounty,Kyamusisi HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,20,16,4,4,0,6,0,4,2,2,1,0,0,0,0,0,0,0,1,13,0,0,13,0,0,0,0,14,7,14,0,0,0,0,0,2,0,0,0,0,0,5,0
North Central,Kiboga District,Kyoomya Subcounty,udyIvAUWRfi,Kyanamuyonjo HC III,CoP23 - Baylor_FortPortal_Mubende Region,F0fDXyO3GMm,udyIvAUWRfi,Kiboga District,Kyomya Subcounty,Kyanamuyonjo HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,45,25,20,7,2,4,3,5,2,5,4,1,1,2,0,1,2,0,6,9,0,0,9,0,0,0,0,26,19,45,0,0,0,0,6,6,0,0,0,17,0,0,3
North Central,Kyankwanzi District,Kyankwanzi Town Council,RNfCSfnBlxh,Kyankwanzi HC III,CoP23 - Baylor_FortPortal_Mubende Region,cwmP618Yhk8,RNfCSfnBlxh,Kyankwanzi District,Kyankwanzi Town Council,Kyankwanzi HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,40,34,6,1,0,6,0,8,2,6,2,8,1,1,0,4,0,0,1,30,0,0,30,0,0,0,0,9,31,40,0,0,0,0,1,5,0,0,0,0,0,1,0
North Central,Mityana District,Kalangaalo Subcounty,DsaeEp9J3X4,Kyantungo HC IV,CoP23 - Baylor_FortPortal_Mubende Region,vXRnWzMRpaD,DsaeEp9J3X4,Mityana District,Kalangaalo Subcounty,Kyantungo HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,85,31,54,9,0,13,6,7,20,1,13,1,5,0,2,0,4,0,4,24,0,0,24,0,0,1,1,42,48,86,0,0,0,0,5,23,0,0,0,19,0,3,0
Tooro,Kasese District,Kyarumba Town Council,zRoj2Cm4CHr,Kyarumba HC III,CoP23 - Baylor_FortPortal_Mubende Region,AyO8GWd8J1K,zRoj2Cm4CHr,Kasese District,Kyarumba Town Council,Kyarumba HC III,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,36,23,13,0,0,3,1,7,2,5,4,6,3,1,1,1,2,0,0,22,0,0,22,0,0,0,0,0,36,36,0,0,0,0,0,13,0,0,0,0,0,0,0
Tooro,Kyenjojo District,Kyarusozi Town Council,LLjCLRuuOpp,Kyarusozi HC IV,CoP23 - Baylor_FortPortal_Mubende Region,NN3dYAcUqN6,LLjCLRuuOpp,Kyenjojo District,Kyarusozi Town Council,Kyarusozi HC IV,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,155,111,44,24,8,37,10,25,9,18,11,5,4,2,2,0,0,0,0,65,1,0,64,0,0,3,3,2,153,155,0,0,0,0,30,40,1,0,12,0,0,3,0
Tooro,Kyegegwa District,Kyegegwa Town Council,xLXQrhFHr7A,Kyegegwa HC IV,CoP23 - Baylor_FortPortal_Mubende Region,OgssyaJufEO,xLXQrhFHr7A,Kyegegwa District,Kyegegwa Town Council,Kyegegwa Hospital,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,407,206,201,8,12,80,42,56,58,41,48,12,16,5,11,2,9,2,5,242,5,0,237,0,0,0,0,1,406,404,0,0,0,0,3,150,0,0,0,1,0,8,0
Tooro,Kyenjojo District,Kyenjojo Town Council,DVWgXBCqWXD,Kyenjojo Hospital,CoP23 - Baylor_FortPortal_Mubende Region,PWi9sMxA0u5,DVWgXBCqWXD,Kyenjojo District,Kyenjojo Town Council,Kyenjojo Hospital,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,339,158,181,36,15,56,49,30,43,17,25,9,19,5,15,1,2,4,13,108,36,0,72,0,0,0,0,85,254,338,0,0,0,0,55,93,0,0,5,18,0,40,9
North Central,Kiboga District,Lwamata Town Council,mNMqG0YEffI,Lwamata HC III,CoP23 - Baylor_FortPortal_Mubende Region,q1aiYOS0XIF,mNMqG0YEffI,Kiboga District,Lwamata Town Council,Lwamata HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,42,24,18,5,0,10,1,5,1,1,5,0,5,1,3,1,0,1,3,20,0,0,20,0,0,0,0,20,22,40,0,0,0,0,0,13,0,0,0,0,0,9,0
North Central,Mityana District,Maanyi Subcounty,tKfAzzZrSC7,Maanyi HC III,CoP23 - Baylor_FortPortal_Mubende Region,NxuE2lcI2wg,tKfAzzZrSC7,Mityana District,Maanyi Subcounty,Maanyi HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,146,42,104,11,10,15,21,4,27,2,9,3,13,1,5,3,9,3,10,8,0,0,8,0,0,0,0,49,103,146,0,0,0,0,0,5,0,119,0,7,0,7,0
North Central,Mubende District,Madudu Subcounty,Y5ighgzxrUT,Madudu HC III,CoP23 - Baylor_FortPortal_Mubende Region,AdATftlOrSy,Y5ighgzxrUT,Mubende District,Madudu Subcounty,Madudu HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,79,61,18,11,3,35,1,7,4,7,5,0,1,0,4,0,0,1,0,36,0,0,36,0,0,0,0,10,70,80,0,0,0,0,23,17,0,0,0,0,0,3,1
North Central,Mityana District,Ttamu Division,WqoBdlGeBgn,Magala HC III,CoP23 - Baylor_FortPortal_Mubende Region,zce0vdIdzdA,WqoBdlGeBgn,Mityana District,Ttamu Division,Magala HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,72,41,31,6,2,9,12,14,4,3,7,5,3,1,1,2,0,1,2,40,0,0,40,0,0,0,0,62,10,71,0,0,0,0,1,31,0,0,0,0,0,0,0
Tooro,Kitagwenda District,Mahyoro Subcounty,S1tbgD2FoFD,Mahyoro HC III,CoP23 - Baylor_FortPortal_Mubende Region,jIg13zIMcTu,S1tbgD2FoFD,Kitagwenda District,Mahyoro Town Council,Mahyoro HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,81,38,43,1,1,11,2,9,9,7,8,7,11,2,5,1,5,0,2,0,0,0,0,0,0,0,0,3,79,82,0,0,0,0,3,0,0,56,0,0,0,0,15
North Central,Mityana District,Malangala Subcounty,qrvgF3UwZzS,Malangala HC III,CoP23 - Baylor_FortPortal_Mubende Region,euSz1vQvp3F,qrvgF3UwZzS,Mityana District,Malangala Subcounty,Malangala HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,79,41,38,2,5,18,10,16,13,5,6,0,1,0,0,0,1,0,2,38,0,0,38,0,0,0,0,7,72,79,0,0,0,0,0,38,0,0,0,0,0,3,0
North Central,Mityana District,Central Division (Mityana MC),TjEiAVNTIFy,Mityana Hospital,CoP23 - Baylor_FortPortal_Mubende Region,kyve1uVfeIP,TjEiAVNTIFy,Mityana District,Central Division,Mityana Hospital,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,274,134,140,22,17,42,39,38,34,16,24,8,13,6,8,2,3,0,2,134,3,0,131,0,0,0,0,47,227,269,0,0,0,0,0,131,0,0,0,2,1,4,0
Tooro,Kyegegwa District,Mpara Town Council,wisJV65CjPt,Mpara HC III,CoP23 - Baylor_FortPortal_Mubende Region,lrE1oTBko7S,wisJV65CjPt,Kyegegwa District,Mpara Town Council,Mpara HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,52,48,4,7,0,34,2,6,2,1,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,52,52,0,0,0,0,0,3,0,0,0,0,0,0,0
North Central,Mubende District,Kasambya Town Council,asPYa4kd1vo,Mubende Kasambya HC III Govt,CoP23 - Baylor_FortPortal_Mubende Region,kpC3Wp1a23u,asPYa4kd1vo,Mubende District,Kasambya Town Council,Mubende Kasambya HC III Govt,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,179,100,79,27,6,39,27,14,20,7,13,7,5,5,3,1,1,0,4,90,0,0,90,0,0,0,0,72,104,177,0,0,0,0,1,71,0,0,0,0,0,14,2
Tooro,Fort Portal City,Central Division,Pf3v59iyqdM,Mucwa HC III,CoP23 - Baylor_FortPortal_Mubende Region,vLdUygeunbB,Pf3v59iyqdM,Fort Portal City,Fort Portal Central Division,Mucwa HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,3,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tooro,Kabarole District,Mugusu Town Council,Y3QzK6JqIXg,Mugusu HC III,CoP23 - Baylor_FortPortal_Mubende Region,iOjtgvvSWE4,Y3QzK6JqIXg,Kabarole District,Mugusu Town Council,Mugusu HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,105,57,48,3,1,23,11,11,10,10,13,4,5,3,5,1,1,2,2,84,24,0,56,4,0,0,0,0,106,106,0,0,0,0,0,22,0,0,0,0,0,0,0
Tooro,Kasese District,Muhokya Subcounty,KuCGJjeYQS4,Muhokya HC III,CoP23 - Baylor_FortPortal_Mubende Region,iTCYq4oC4kK,KuCGJjeYQS4,Kasese District,Muhokya Town Council,Muhokya HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,188,158,30,11,3,42,3,51,3,24,5,10,3,14,6,5,2,1,5,145,0,0,145,0,0,0,0,1,187,186,0,0,0,0,0,6,0,0,0,37,0,0,0
North Central,Kyankwanzi District,Bananywa Subcounty,cdusFUkNTOC,Mujunza HC III,CoP23 - Baylor_FortPortal_Mubende Region,Lz7aIcvkqz9,cdusFUkNTOC,Kyankwanzi District,Ntunda Town Council,Mujunza HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,63,28,35,13,3,3,12,8,3,2,1,1,5,0,6,1,2,0,3,14,0,0,14,0,0,0,0,17,46,63,0,0,0,0,0,16,0,0,0,0,0,4,19
North Central,Kassanda District,Kiganda Subcounty,MlMuBEoqA9y,Musozi HC III,CoP23 - Baylor_FortPortal_Mubende Region,sKgKQB0B1zg,MlMuBEoqA9y,Kassanda District,Kiganda Subcounty,Musozi HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,66,33,33,4,0,15,6,5,13,5,6,3,7,1,1,0,0,0,0,18,0,0,18,0,0,0,0,27,39,66,0,0,0,0,14,18,0,0,0,8,5,0,0
North Central,Kiboga District,Muwanga Subcounty,kKuqQelGUnq,Muwanga HC III,CoP23 - Baylor_FortPortal_Mubende Region,Y5mrM3cwrmp,kKuqQelGUnq,Kiboga District,Muwanga Subcounty,Muwanga HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,51,25,26,4,1,3,6,6,4,5,4,3,5,3,2,1,4,0,0,16,0,0,16,0,0,0,0,38,13,50,0,0,0,0,4,5,0,0,0,0,0,10,2
